Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
23 05 93.10,"Balancing, Air",2100,Built up low pressure unit,nan,nan,nan,Ea.,nan,nan,nan,840,840
23 05 93.10,"Balancing, Air",2200,Builtup high pressure unit,nan,nan,nan,nan,nan,nan,nan,980,980
23 05 93.10,"Balancing, Air",2300,Buil-up high pressure dual duct,nan,nan,nan,nan,nan,nan,nan,"1,550","1,550"
23 05 93.10,"Balancing, Air",2400,Buil-up variable volume,nan,nan,nan,nan,nan,nan,nan,"1,825","1,825"
23 05 93.10,"Balancing, Air",2500,Multi zone A.C. and heating unit,nan,nan,nan,nan,nan,nan,nan,630,630
23 05 93.10,"Balancing, Air",2600,"For each zone over one, add",nan,nan,nan,nan,nan,nan,nan,140,140
23 05 93.10,"Balancing, Air",2700,Package A.C. unit,nan,nan,nan,nan,nan,nan,nan,350,350
23 05 93.10,"Balancing, Air",2800,Rooftop heating and cooling unit,nan,nan,nan,nan,nan,nan,nan,490,490
23 05 93.10,"Balancing, Air",3000,"Supply, return, exhaust, registers & diffusers, avg. height ceiling",nan,nan,nan,nan,nan,nan,nan,84,84
23 05 93.10,"Balancing, Air",3100,High ceiling,nan,nan,nan,nan,nan,nan,nan,126,126
23 05 93.10,"Balancing, Air",3200,Floor height,nan,nan,nan,nan,nan,nan,nan,70,70
23 05 93.10,"Balancing, Air",3300,Off mixing box,nan,nan,nan,nan,nan,nan,nan,56,56
23 05 93.10,"Balancing, Air",3500,Induction unit,nan,nan,nan,nan,nan,nan,nan,91,91
23 05 93.10,"Balancing, Air",3600,Lab fume hood,nan,nan,nan,nan,nan,nan,nan,420,420
23 05 93.10,"Balancing, Air",3700,Linear supply,nan,nan,nan,nan,nan,nan,nan,210,210
23 05 93.10,"Balancing, Air",3800,Linear supply high,nan,nan,nan,nan,nan,nan,nan,245,245
23 05 93.10,"Balancing, Air",4000,Linear return,nan,nan,nan,nan,nan,nan,nan,70,70
23 05 93.10,"Balancing, Air",4100,Light troffers,nan,nan,nan,nan,nan,nan,nan,84,84
23 05 93.10,"Balancing, Air",4200,Moduline -master,nan,nan,nan,nan,nan,nan,nan,84,84
23 05 93.10,"Balancing, Air",4300,Moduline -slaves,nan,nan,nan,nan,nan,nan,nan,42,42
23 05 93.10,"Balancing, Air",4400,Regenerators,nan,nan,nan,nan,nan,nan,nan,560,560
23 05 93.10,"Balancing, Air",4500,Taps into ceiling plenums,nan,nan,nan,Ea.,nan,nan,nan,105,105
23 05 93.10,"Balancing, Air",4600,Variable volume boxes,nan,nan,nan,nan,nan,nan,nan,84,84
23 05 93.20,"Balancing, Water",10,"BALANCING, WATER (Subcontractor's quote incl.material and labor)",nan,nan,nan,nan,,nan,nan,nan,nan
23 05 93.20,"Balancing, Water",50,Air cooled condenser,nan,nan,nan,Ea.,nan,nan,nan,256.0,256.0
23 05 93.20,"Balancing, Water",80,Boiler,nan,nan,nan,nan,nan,nan,nan,515.0,515.0
23 05 93.20,"Balancing, Water",100,Cabinet unit heater,nan,nan,nan,nan,nan,nan,nan,88.0,88.0
23 05 93.20,"Balancing, Water",200,Chiller,nan,nan,nan,nan,nan,nan,nan,620.0,620.0
23 05 93.20,"Balancing, Water",300,Convector,nan,nan,nan,nan,nan,nan,nan,731.0,73.0
23 05 93.20,"Balancing, Water",400,Converter,nan,nan,nan,nan,nan,nan,nan,365.0,365.0
23 05 93.20,"Balancing, Water",500,Cooling tower,nan,nan,nan,nan,nan,nan,nan,475.0,475.0
23 05 93.20,"Balancing, Water",600,"Fan coilunit, unitventilator",nan,nan,nan,nan,nan,nan,nan,132.0,132.0
23 05 93.20,"Balancing, Water",700,Fin tube and radiant panels,nan,nan,nan,nan,nan,nan,nan,146.0,146.0
23 05 93.20,"Balancing, Water",800,Main and duct re-heat coils,nan,nan,nan,nan,nan,nan,nan,135.0,135.0
23 05 93.20,"Balancing, Water",810,Heat exchanger,nan,nan,nan,nan,nan,nan,nan,135.0,135.0
23 05 93.20,"Balancing, Water",900,Main balancing cocks,nan,nan,nan,nan,nan,nan,nan,110.0,110.0
23 05 93.20,"Balancing, Water",1000,Pumps,nan,nan,nan,nan,nan,nan,nan,320.0,320.0
23 05 93.20,"Balancing, Water",1100,Unit heater,nan,nan,nan,nan,nan,nan,nan,102.0,102.0
23 07 13.10,Duct Thermal Insulation,10,DUCT THERMAL INSULATION,nan,nan,nan,nan,,nan,nan,nan,nan
23 07 13.10,Duct Thermal Insulation,110,Insulation req'd. is based on the surface size/area to be covered,nan,nan,nan,nan,,nan,nan,nan,nan
23 07 13.10,Duct Thermal Insulation,3000,Ductwork,nan,nan,nan,nan,,nan,nan,nan,nan
23 07 13.10,Duct Thermal Insulation,3020,"Blanket type, fiberglass, flexible",nan,nan,nan,nan,,nan,nan,nan,nan
23 07 13.10,Duct Thermal Insulation,3030,Fire rated for grease and hazardous exhaust ducts,nan,nan,nan,nan,,nan,nan,nan,nan
23 07 13.10,Duct Thermal Insulation,3060,"1-1 / 2 "" thick",Q-14,84.0,0.19,S.F.,4.25,10.8,nan,15.05,21.0
23 07 13.10,Duct Thermal Insulation,3090,Fire rated for plenums,nan,nan,nan,nan,,nan,nan,nan,nan
23 07 13.10,Duct Thermal Insulation,3100,"1/2 "" x 24 "" x 25 '",Q-14,1.94,8.247,Roll,191.0,470.0,nan,661.0,925.0
23 22 23.10,Condensate Return System Piping,2130,"1 HP, 25 GPM",Q-1,1.2,13.333,Ea.,"7,725",840,nan,"8,565","9,750"
23 22 23.10,Condensate Return System Piping,2140,"1-1/2 HP, 45 GPM",nan,nan,16.0,nan,"9,025","1,000",nan,"10,025","11,400"
23 22 23.10,Condensate Return System Piping,2150,"1-1/2 HP, 60 GPM",nan,nan,16.0,nan,"10,100","1,000",nan,"11,100","12,600"
23 31 13.13,Rectangular Metal Ducts,10,RECTANGULAR METAL DUCTS,nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,20,"Fabricated rectangular, includes fittings, joints, supports,",nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,21,allowance for flexible connections and field sketches.,nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,30,"Does not include ""as-built dwgs."" or insulation.",nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,31,NOTE: Fabrication and installation are combined,nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,40,as LABOR cost. Approx. 25% fittings assumed.,nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,42,Fabrication/Inst. is to commercial quality standards,nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,43,"(SMACNA or equiv) for structure, sealing, leak testing, etc.",nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,50,Add to labor for elevated installation,nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,51,of fabricated ductwork,nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,52,10' to 15' high,nan,nan,nan,nan,,nan,nan,nan,6%
23 31 13.13,Rectangular Metal Ducts,53,15' to 20' high,nan,nan,nan,nan,,nan,nan,nan,12%
23 31 13.13,Rectangular Metal Ducts,54,20' to 25' high,nan,nan,nan,nan,,nan,nan,nan,15%
23 31 13.13,Rectangular Metal Ducts,55,25' to 30' high,nan,nan,nan,nan,,nan,nan,nan,21%
23 31 13.13,Rectangular Metal Ducts,56,30' to 35' high,nan,nan,nan,nan,,nan,nan,nan,24%
23 31 13.13,Rectangular Metal Ducts,57,35' to 40' high,nan,nan,nan,nan,,nan,nan,nan,30%
23 31 13.13,Rectangular Metal Ducts,58,Over 40' high,nan,nan,nan,nan,,nan,nan,nan,33%
23 31 13.13,Rectangular Metal Ducts,72,For duct insulation see Line 23 07 13.10 3000,nan,nan,nan,nan,,nan,nan,nan,nan
23 31 13.13,Rectangular Metal Ducts,100,"Aluminum, alloy 3003-H14, under 100 lb.",Q-10,75.0,0.32,Lb.,3.18,20.0,nan,23.18,34.22
23 31 13.13,Rectangular Metal Ducts,110,100 to 500 lb.,nan,80.0,0.3,nan,1.8,18.9,nan,20.70,30.5
23 31 13.13,Rectangular Metal Ducts,120,"500 to 1,000 lb.",nan,95.0,0.253,nan,2.04,15.95,nan,17.99,26.0
23 31 13.13,Rectangular Metal Ducts,140,"1,000 to 2,000 lb.",nan,120.0,0.2,nan,1.98,12.6,nan,14.58,21.0
23 31 13.13,Rectangular Metal Ducts,150,"2,000 to 5,000 lb.",nan,130.0,0.185,nan,1.92,11.65,nan,13.57,19.65
23 31 13.13,Rectangular Metal Ducts,160,"Over 5,000 lb.",Q-10,145.0,1.66,Lb.,1.98,10.45,nan,12.43,17.9
23 31 13.13,Rectangular Metal Ducts,500,"Galvanized steel, under 200 lb.",nan,235.0,0.102,nan,0.63,6.45,nan,7.08,10.4
23 31 13.13,Rectangular Metal Ducts,520,200 to 500 lb.,nan,245.0,0.098,nan,0.7,6.2,nan,6.90,10.05
23 31 13.13,Rectangular Metal Ducts,540,"500 to 1,000 lb.",nan,255.0,0.094,nan,0.66,5.95,nan,6.61,9.7
23 31 13.13,Rectangular Metal Ducts,560,"1,000 to 2,000 lb.",nan,265.0,0.091,nan,0.68,5.7,nan,6.38,9.35
23 31 13.13,Rectangular Metal Ducts,570,"2,000 to 5,000 lb.",nan,275.0,0.087,nan,0.56,5.5,nan,6.06,8.9
23 31 13.13,Rectangular Metal Ducts,580,"Over 5,000 lb.",nan,285.0,0.084,nan,0.68,5.3,nan,5.98,8.75
23 31 13.13,Rectangular Metal Ducts,1000,"Stainless steel, type 304, under 100 lb.",nan,165.0,0.145,nan,5.2,9.15,nan,14.35,19.5
23 31 13.13,Rectangular Metal Ducts,1020,100 to 500 lb.,nan,175.0,0.137,nan,4.17,8.65,nan,12.82,17.65
23 31 13.13,Rectangular Metal Ducts,1030,"500 to 1,000 lb.",nan,190.0,0.126,nan,3.03,7.95,nan,10.98,15.35
23 31 13.13,Rectangular Metal Ducts,1040,"1,000 to 2,000 lb.",nan,200.0,0.12,nan,2.7,7.55,nan,10.25,14.35
23 31 13.13,Rectangular Metal Ducts,1050,"2,000 to 5,000 lb.",nan,225.0,0.107,nan,2.33,6.75,nan,9.08,12.7
23 31 13.13,Rectangular Metal Ducts,1060,"Over 5,000 lb.",nan,235.0,0.102,nan,2.93,6.45,nan,9.38,12.9
23 31 13.13,Rectangular Metal Ducts,1100,"For medium pressure ductwork, add",nan,nan,nan,nan,,nan,nan,nan,15%
23 31 13.13,Rectangular Metal Ducts,1200,"For high pressure ductwork, add",nan,nan,nan,nan,,nan,nan,nan,40%
23 31 13.13,Rectangular Metal Ducts,1210,"For welded ductwork, add",nan,nan,nan,nan,,nan,nan,nan,85%
23 31 13.13,Rectangular Metal Ducts,1220,"For 30% fittings, add",nan,nan,nan,nan,,nan,nan,nan,11%
23 31 13.13,Rectangular Metal Ducts,1224,"For 40% fittings, add",nan,nan,nan,nan,,nan,nan,nan,34%
23 31 13.13,Rectangular Metal Ducts,1228,"For 50% fittings, add",nan,nan,nan,nan,,nan,nan,nan,56%
23 31 13.13,Rectangular Metal Ducts,1232,"For 60% fittings, add",nan,nan,nan,nan,,nan,nan,nan,79%
23 31 13.13,Rectangular Metal Ducts,1236,"For 70% fittings, add",nan,nan,nan,nan,,nan,nan,nan,101%
23 21 20.18,Automatic Air Vent Pumps,"1-1/2"" NPT inlet, 250 psi",Q-5,12,1.333,Ea.,"1,150",,84.5,nan,"1,234.50","1,375"
23 21 20.42,Expansion Joints,10,EXPANSION JOINTS,nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.42,Expansion Joints,100,"Bellows type, neoprene cover, flanged spool",1 Stpi,11.0,0.727,Ea.,345.0,51.0,nan,396.0,455
23 21 20.42,Expansion Joints,140,"6"" face to face, 1-1/4"" diameter",nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.42,Expansion Joints,160,"1-1/2"" diameter",nan,10.6,0.755,nan,345.0,53.0,nan,398.0,460
23 21 20.42,Expansion Joints,180,"2"" diameter",Q-5,13.3,1.203,nan,350.0,76.0,nan,426.0,500
23 21 20.42,Expansion Joints,190,"2-1/2"" diameter",nan,12.4,1.29,nan,365.0,81.5,nan,446.5,520
23 21 20.42,Expansion Joints,200,"3"" diameter",nan,11.4,1.404,nan,405.0,89.0,nan,494.0,585
23 21 20.42,Expansion Joints,480,"10"" face to face, 2"" diameter",nan,13.0,1.231,nan,505.0,78.0,nan,583.0,670
23 21 20.42,Expansion Joints,500,"2-1/2"" diameter",nan,12.0,1.333,nan,530.0,84.5,nan,614.5,710
23 21 20.42,Expansion Joints,520,"3"" diameter",nan,11.0,1.455,nan,540.0,92.0,nan,632.0,730
23 21 20.42,Expansion Joints,540,"4"" diameter",nan,8.0,2.0,nan,615.0,127.0,nan,742.0,870
23 21 20.42,Expansion Joints,560,"5"" diameter",nan,7.0,2.286,nan,735.0,145.0,nan,880.0,"1,025"
23 21 20.42,Expansion Joints,580,"6"" diameter",nan,6.0,2.667,nan,760.0,169.0,nan,929.0,"1,075"
23 21 20.46,Expansion Tanks,10,EXPANSION TANKS,nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.46,Expansion Tanks,1507,"Underground fuel-oil storage tanks, see Section 23 13 13",nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.46,Expansion Tanks,1512,"Tank leak detection systems, see Section 28 33 33.50",nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.46,Expansion Tanks,2000,"Steel, liquid expansion, ASME, painted, 15 gal. capacity",Q-5,17.0,0.941,Ea.,935,59.5,nan,994.50,"1,125"
23 21 20.46,Expansion Tanks,2020,24 gallon capacity,nan,14.0,1.143,nan,765,72.5,nan,837.50,950
23 21 20.46,Expansion Tanks,2040,30 gallon capacity,nan,12.0,1.333,nan,"1,125",84.5,nan,"1,209.50","1,350"
23 21 20.46,Expansion Tanks,2060,40 gallon capacity,nan,10.0,1.6,nan,"1,300",101.0,nan,"1,401","1,575"
23 21 20.46,Expansion Tanks,2080,60 gallon capacity,Q-5,8.0,2.0,Ea.,"1,550",127.0,nan,"1,677","1,925"
23 21 20.46,Expansion Tanks,2100,80 gallon capacity,nan,7.0,2.286,nan,"1,675",145.0,nan,"1,820","2,075"
23 21 20.46,Expansion Tanks,2120,100 gallon capacity,nan,6.0,2.667,nan,"2,275",169.0,nan,"2,444","2,750"
23 21 20.46,Expansion Tanks,3000,"Steel ASME expansion, rubber diaphragm, 19 gal. cap.",nan,28.0,1.333,nan,"3,550",84.5,nan,"3,634.50","4,025"
23 21 20.46,Expansion Tanks,3020,31 gallon capacity,nan,nan,2.0,nan,"3,950",127.0,nan,"4,077","4,550"
23 21 20.46,Expansion Tanks,3040,61 gallon capacity,nan,6.0,2.667,nan,"5,925",169.0,nan,"6,094","6,775"
23 21 20.46,Expansion Tanks,3080,119 gallon capacity,nan,4.0,nan,nan,"5,975",253.0,nan,"6,228","6,950"
23 21 20.46,Expansion Tanks,3100,158 gallon capacity,nan,3.8,4.211,nan,"8,325",267.0,nan,"8,592","9,550"
23 21 20.46,Expansion Tanks,3140,317 gallon capacity,nan,2.8,5.714,nan,"12,500",360.0,nan,"12,860","14,300"
23 21 20.46,Expansion Tanks,3180,528 gallon capacity,nan,2.4,6.667,nan,"20,400",420.0,nan,"20,820","23,000"
23 21 20.58,Hydronic Heating Control Valves,10,HYDRONIC HEATING CONTROL VALVES,nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.58,Hydronic Heating Control Valves,50,"Hot water, nonelectric, thermostatic",nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.58,Hydronic Heating Control Valves,100,"Radiator supply, 1/2"" diameter",Stpi,22.0,0.333,Ea.,37,23.5,nan,60.5,75.5
23 21 20.58,Hydronic Heating Control Valves,120,"3/4"" diameter",nan,20.0,0.4,nan,41.50,28.0,nan,69.5,87.5
23 21 20.58,Hydronic Heating Control Valves,140,"1"" diameter",nan,19.0,0.421,nan,121,29.5,nan,150.5,177.0
23 21 20.58,Hydronic Heating Control Valves,160,"1-1/4"" diameter",nan,15.0,0.533,nan,104,37.5,nan,141.5,171.0
23 21 20.58,Hydronic Heating Control Valves,500,"For low pressure steam, add",nan,nan,nan,nan,,25%,nan,nan,nan
23 21 20.70,Steam Traps,10,STEAM TRAPS,nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.70,Steam Traps,30,"Cast iron body, threaded",nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.70,Steam Traps,40,Inverted bucket,nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.70,Steam Traps,50,"1/2"" pipe size",1 Stpi,12.0,0.667,Ea.,170.0,47.0,nan,217.0,257.0
23 21 20.70,Steam Traps,70,"3/4"" pipe size",nan,10.0,0.8,nan,296.0,56.5,nan,352.5,410.0
23 21 20.70,Steam Traps,100,"1"" pipe size",nan,9.0,0.889,nan,455.0,62.5,nan,517.5,595.0
23 21 20.70,Steam Traps,120,"1-1/4"" pipe size",nan,8.0,1.0,nan,690.0,70.5,nan,760.5,865.0
23 21 20.70,Steam Traps,1000,"Float & thermostatic, 15 psi",nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.70,Steam Traps,1010,"3/4"" pipe size",1 Stpi,65.0,0.5,Ea.,202.0,35.0,nan,237.0,275.0
23 21 20.70,Steam Traps,1020,"1"" pipe size",nan,15.0,0.533,nan,194.0,37.5,nan,231.5,270.0
23 21 20.70,Steam Traps,1040,"1-1/2"" pipe size",1 Stpi,9,0.889,Ea.,340,62.5,nan,402.50,470
23 21 20.70,Steam Traps,1060,"2"" pipe size",nan,6,1.333,nan,975,94.0,nan,"1,069","11,225"
23 21 20.76,"Strainers, Y Type, Bronze Body",10,"STRAINERS, Y TYPE, BRONZE BODY",nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.76,"Strainers, Y Type, Bronze Body",50,"Screwed, 125 lb., 1/4"" pipe size",1 Stpi,2222I3276.333,Ea.,48,,23.50,nan,71.5,87.50
23 21 20.76,"Strainers, Y Type, Bronze Body",70,"3/8"" pipe size",nan,24,.333,nan,48,23.5,nan,71.50,87.50
23 21 20.76,"Strainers, Y Type, Bronze Body",100,"1/2"" pipe size",nan,20,.400,nan,46.50,28.0,nan,74.50,93
23 21 20.76,"Strainers, Y Type, Bronze Body",140,"1"" pipe size",nan,17,.4711,nan,87.50,33.0,nan,120.50,146
23 21 20.76,"Strainers, Y Type, Bronze Body",160,"1-1/2"" pipe size",nan,14,.571,nan,187,40.0,nan,227,266
23 21 20.76,"Strainers, Y Type, Bronze Body",180,"2"" pipe size",nan,13,.615,nan,246,43.5,nan,289.50,335
23 21 20.76,"Strainers, Y Type, Bronze Body",182,"3"" pipe size",nan,12,.667,nan,"1,650",47.0,nan,"1,697","1,875"
23 21 20.76,"Strainers, Y Type, Bronze Body",200,"300 lb., 2-1/2"" pipe size",0-5,17,.941,Ea.,930,59.5,nan,989.50,"1,125"
23 21 20.76,"Strainers, Y Type, Bronze Body",220,"3"" pipe size",nan,16,1,nan,"1,350",63.5,nan,"1,413.50","1,575"
23 21 20.76,"Strainers, Y Type, Bronze Body",240,"4"" pipe size",nan,15,1.067,nan,"2,475",67.5,nan,"2,542.50","2,825"
23 21 20.76,"Strainers, Y Type, Bronze Body",500,"For 300 lb. rating 1/4"" thru 2"", add",nan,nan,nan,nan,,15 %,nan,nan,nan
23 21 20.76,"Strainers, Y Type, Bronze Body",1000,"Flanged, 150 lb, 1-1/2"" pipe size",1 Stpi,11,727,Ea.,575,51.0,nan,626,710
23 21 20.76,"Strainers, Y Type, Bronze Body",1020,"2"" pipe size",nan,nan,nan,nan,705,70.5,nan,775.50,880
23 21 20.76,"Strainers, Y Type, Bronze Body",1030,"2-1/2"" pipe size",Q-5,5,3.200,nan,"1,175",203.0,nan,"1,378","1,600"
23 21 20.76,"Strainers, Y Type, Bronze Body",1040,"3"" pipe size",nan,4.50,3.556,nan,"1,450",225.0,nan,"1,675","1,925"
23 21 20.76,"Strainers, Y Type, Bronze Body",1060,"4"" pipe size",nan,3,5.333,nan,"2,250",340.0,nan,"2,590","2,950"
23 21 20.76,"Strainers, Y Type, Bronze Body",1100,"6"" pipe size",06,3,8,nan,"4,325",525.0,nan,"4,850","5,525"
23 21 20.76,"Strainers, Y Type, Bronze Body",1106,"8"" pipe size","""1",2.60,9.231,nan,"4,700",605.0,nan,"5,305","6,050"
23 21 20.76,"Strainers, Y Type, Bronze Body",1500,"For 300 lb. rating, add",nan,nan,nan,nan,,40 %,nan,nan,nan
23 21 20.78,"Strainers, Y Type, Iron Body",10,"STRAINERS, Y TYPE, IRON BODY",nan,nan,nan,nan,,nan,nan,nan,nan
23 21 20.78,"Strainers, Y Type, Iron Body",50,"Screwed, 250 lb., 1/4"" pipe size",1 Stpi,22212815.0,0.4,Ea.,19.90,28.0,nan,47.90,64
23 21 20.78,"Strainers, Y Type, Iron Body",70,"3/8"" pipe size",nan,20.0,0.4,nan,19.90,28.0,nan,47.90,64
23 21 20.78,"Strainers, Y Type, Iron Body",100,"1/2"" pipe size",nan,20.0,0.4,nan,19.90,28.0,nan,47.90,64
23 21 20.78,"Strainers, Y Type, Iron Body",140,"1"" pipe size",nan,16.0,0.5,nan,30.50,35.0,nan,65.50,86
23 21 20.78,"Strainers, Y Type, Iron Body",160,"1-1/2"" pipe size",nan,12.0,0.667,nan,58.50,47.0,nan,105.50,135
23 21 20.78,"Strainers, Y Type, Iron Body",180,"2"" pipe size",nan,8.0,1.0,nan,87.50,70.5,nan,158,201
23 21 20.78,"Strainers, Y Type, Iron Body",220,"3"" pipe size",Q-5,11.0,1.455,nan,390,92.0,nan,482,565
23 21 20.78,"Strainers, Y Type, Iron Body",240,"4"" pipe size",19,nan,3.2,nan,660,203.0,nan,863,"1,025"
