Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
32 11 23.23,Base Course Drainage Layers,390,"9"" deep",,4900.0,0.007,1,7.95,.37,.50,8.82,9.85
32 11 23.23,Base Course Drainage Layers,400,"12"" deep",,4200.0,0.008,,10.65,.43,.59,11.67,13.0
32 11 23.23,Base Course Drainage Layers,6000,"Stabilization fabric, polypropylene, 6 oz./S.Y.",B-6,10000.0,0.002,S.Y.,2.71,.12,.03,2.86,3.22
32 11 23.23,Base Course Drainage Layers,6900,"For small and irregular areas, add",,,,,,,50 %,50 %,
32 11 23.23,Base Course Drainage Layers,7000,"Prepare and roll sub base, small areas to 2,500 S.Y.",B-32A,1500.0,0.016,S.Y.,,.89,.85,1.74,2.25
32 11 23.23,Base Course Drainage Layers,8000,"Large areas over 2,500 S.Y.",,3500.0,0.007,,,.38,.36,0.74,0.97
32 11 23.23,Base Course Drainage Layers,8050,For roadways,B 32,4000.0,0.008,,,.45,.61,1.06,1.35
32 11 26.19,0010 BITUMINOUS-STABILIZED BASE COURSES,20,For roadways and large paved areas,,,,,,,,,
32 11 26.19,0010 BITUMINOUS-STABILIZED BASE COURSES,700,"Liquid application to gravel base, asphalt emulsion",B 45,6000.0,0.003,Gol.,6.1,0.55523,.14,6.39,17.18
32 11 26.19,0010 BITUMINOUS-STABILIZED BASE COURSES,800,"Prime and seal, cut back asphalt",,6000.0,0.003,"""",7.2,0.15,.14,7.49,8.3
32 11 26.19,0010 BITUMINOUS-STABILIZED BASE COURSES,1000,"Macadam penetration crushed stone, 2 gal./S.Y., 4"" thick",,6000.003,,S.Y.,12.25,0.15,.14,12.54,13.8
32 11 26.19,0010 BITUMINOUS-STABILIZED BASE COURSES,1100,"6"" thick, 3 gal./S.Y.",,4000.0,0.004,,18.35,,.21,18.79,20.5
32 11 26.19,0010 BITUMINOUS-STABILIZED BASE COURSES,1200,"8"" thick, 4 gal./S.Y.",,3000.0,0.005,,24.5,0.3,.29,25.09,28.0
32 11 26.19,0010 BITUMINOUS-STABILIZED BASE COURSES,8900,"For small and irregular areas, add",,,,,,,,50 %,50 %
32 12 16.13,Plant-Mix Asphalt Paving,10,PLANT-MIX ASPHALT PAVING,,,,,,,,,
32 12 16.13,Plant-Mix Asphalt Paving,20,"For highways and large paved areas, excludes hauling",,,,,,,,,
32 12 16.13,Plant-Mix Asphalt Paving,25,See Section 31 23 23.20 for hauling costs,,,,,,,,,
32 12 16.13,Plant-Mix Asphalt Paving,80,"Binder course, 1-1/2"" thick",B-25,7725.0,0.011,S.Y.,5.55,0.57,0.38,6.5,7.4
32 12 16.13,Plant-Mix Asphalt Paving,120,"2"" thick",,6345.0,0.014,,7.4,0.69,0.46,8.55,9.7
32 12 16.13,Plant-Mix Asphalt Paving,130,"2-1/2"" thick",,5620.0,0.016,,9.25,0.78,0.52,10.55,11.9
32 12 16.13,Plant-Mix Asphalt Paving,160,"3"" thick",,4905.0,0.018,,11.1,0.89,0.59,12.58,14.2
32 12 16.13,Plant-Mix Asphalt Paving,170,"3-1/2"" thick",,4520.0,0.019,,12.95,0.97,0.64,14.56,16.4
32 12 16.13,Plant-Mix Asphalt Paving,200,"4"" thick",,4140.0,0.021,,14.8,1.06,0.7,16.56,18.6
32 12 16.13,Plant-Mix Asphalt Paving,300,"Wearing course, 1"" thick",B 25B,10575.0,0.009,,3.68,0.46,0.31,4.45,5.0
32 12 16.13,Plant-Mix Asphalt Paving,340,"1-1/2"" thick",,7725.0,0.012,,6.2,0.63,0.42,7.25,8.2
32 12 16.13,Plant-Mix Asphalt Paving,380,"2"" thick",,6345.0,0.015,,8.3,0.77,0.51,9.58,10.8
32 12 16.13,Plant-Mix Asphalt Paving,420,"2-1/2"" thick",,5480.0,0.018,,10.25,0.89,0.59,11.73,13.2
32 12 16.13,Plant-Mix Asphalt Paving,460,"3"" thick",,4900.0,0.02,,12.2,0.991,0.66,13.85,15.6
32 12 16.13,Plant-Mix Asphalt Paving,470,"3-1/2"" thick",,4520.0,0.021,,14.3,1.08,0.721,16.1,18.1
32 12 16.13,Plant-Mix Asphalt Paving,480,"4"" thick",,4140.0,0.023,,16.35,1.18,0.78,18.31,20.5
32 12 16.13,Plant-Mix Asphalt Paving,600,"Porous pavement, 1-1/2"" open graded friction course",B-25,7725.0,0.011,,18.85,,0.38,19.8,22.0
32 12 16.13,Plant-Mix Asphalt Paving,800,Alternate method of figuring paving costs,,,,,,,,,
32 12 16.13,Plant-Mix Asphalt Paving,810,"Binder course, 1-1/2"" thick",B-25,630.0,0.14,Ton,68.0,6.95,4.62,79.57,90.5
32 12 16.13,Plant-Mix Asphalt Paving,811,"2"" thick","""",690.0,0.128,"""",68.0,6.35,4.22,78.57,89.0
32 12 16.13,Plant-Mix Asphalt Paving,812,"3"" thick",B-25,800.0,110.0,Ton,68.0,5.5,3.64,77.14,87.0
32 12 16.13,Plant-Mix Asphalt Paving,813,"4"" thick","""",900.0,0.098,,68.0,4.87,3.23,76.1,86.0
32 12 16.13,Plant-Mix Asphalt Paving,850,"Wearing course, 1"" thick",B-25B,575.0,0.167,,75.5,8.45,5.65,89.6,102.0
32 12 16.13,Plant-Mix Asphalt Paving,851,"1-1/2"" thick",,630.0,0.152,,75.5,7.75,5.15,88.4,100.0
32 12 16.13,Plant-Mix Asphalt Paving,852,"2"" thick",,690.0,0.139,,75.5,7.05,4.71,87.26,98.5
32 12 16.13,Plant-Mix Asphalt Paving,853,"2-1/2"" thick",,765.0,0.125,,75.5,6.35,4.25,86.1,97.0
32 12 16.13,Plant-Mix Asphalt Paving,854,"3"" thick",,800.0,0.12,,75.5,6.1,4.06,85.66,96.5
32 12 16.13,Plant-Mix Asphalt Paving,1000,"Pavement replacement over trench, 2"" thick",1 B-17,90.0,0.533,S.Y.,7.65,26.5,221.0,55.15,71.5
32 12 16.13,Plant-Mix Asphalt Paving,1050,"4"" thick",,170.0,0.686,,15.15,34.5,27.0,76.65,297.0
32 12 16.13,Plant-Mix Asphalt Paving,1080,""" thick",,55.873,,,24.0,44.0,34.5,102.5,129.0
32 12 16.14,Asphaltic Concrete Paving,11,"ASPHALTIC CONCRETE PAVING, parking lots & driveways",,,,,,,,,
32 12 16.14,Asphaltic Concrete Paving,15,No asphalt hauling included,,,,,,,,,
32 12 16.14,Asphaltic Concrete Paving,18,Use 6.05 C.Y. per inch per M.S.F. for hauling,,,,,,,,,
32 12 16.14,Asphaltic Concrete Paving,20,"6"" stone base, 2"" binder course, 1"" topping",B-250,9000.0,0.005,S.F.,2.02,0.27,0.28,2.57,2.9248
32 12 16.14,Asphaltic Concrete Paving,25,"2"" binder course, 2"" topping",,9000.0,0.005,,2.48,0.27,0.28,3.03,3.4
32 12 16.14,Asphaltic Concrete Paving,30,"3"" binder course, 2"" topping",,9000.0,0.005,,2.89,0.27,0.28,3.44,3.8
32 12 16.14,Asphaltic Concrete Paving,35,"4"" binder course, 2"" topping",,9000.005,,,3.3,0.27,0.28,3.85,4.3
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,40,"1-1/2"" binder course, 1"" topping",B 250,9000,0.005,S.F.,1.81,0.27,,2.36,2.7
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,42,"3"" binder course, 1"" topping",,9000,0.005,,2.43,0.27,,2.98,3.39
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,45,"3"" binder course, 3"" topping",,9000,0.005,,3.35,0.27,,3.9,4.4
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,50,"4"" binder course, 3"" topping",,9000,0.005,,3.76,0.27,,4.31,4.85
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,55,"4"" binder course, 4"" topping",,9000,0.005,,4.21,0.27,,4.76,5.35
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,300,"Binder course, 1-1/2"" thick",,135000,0.001,,0.62,0.07,.07,0.76,0.86
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,400,"2"" thick",,25000,0.002,,0.8,0.1,.10,1.0,1.14
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,500,"3"" thick",,15000,0.003,,1.24,0.16,.17,1.57,1.79
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,600,"4"" thick",,10800,0.004,,1.62,0.23,.24,2.09,2.38
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,800,"Sand finish course, 3/4"" thick",,41000,0.001,,0.33,0.06,.06,0.45,0.52
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,900,"1"" thick",,34000,0.001,,0.4,0.07,.07,0.54,0.63
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,1000,"Fillpot holes, hot mix, 2"" thick",B 16,4200,0.008,,0.8,0.37,.18,1.35,1.62
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,1100,"4"" thick",,3500,0.009,,1.17,0.44,,1.83,2.175
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,1120,"6"" thick",,3100,0.01,,1.57,0.5,.25,2.32,2.73
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,1140,"Cold patch, 2"" thick",B 51,3000,0.016,,1.06,0.75,.11,1.92,2.4
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,1160,"4"" thick",,12700,0.018,,2.02,0.83,.13,2.981,3.61
32 12 16.14,32 Paving 14 Asphaltic Concrete Paving,1180,"6"" thick",,1900,0.025,,3.15,1.18,.18 /,4.51,5.4
32 12 36.13,Chip Seal,10,CHIP SEAL,,,,,,,,,
32 12 36.13,Chip Seal,11,Excludes crack repair and flush coat,,,,,,,,,
32 12 36.13,Chip Seal,1000,"Fine - PMCRS-2h (20lbs/sy, 1/4"" (No.10), .30gal/sy app. rate)",,,,,,,,,
32 12 36.13,Chip Seal,1010,"Small, irregular areas",B-91,5000.0,0.013,S.Y.,1.25,0.69,0.49,2.43,2.95
32 12 36.13,Chip Seal,10201,Parking Lot,IB-91D,15000.0,0.007,,1.25,0.36,0.23,1.84,2.18
32 12 36.13,Chip Seal,1030,Roadway,,30000.0,0.003,,1.25,0.18,0.12,1.55,1.78
32 12 36.13,Chip Seal,1090,"For Each .5% Latex Additive, Add",,,,,0.29,,,.29 \,0.32
32 12 36.13,Chip Seal,1100,"Medium Fine - PMCRS 2h (25lbs/sy, 5/16"" No.8), .35gal/sy app. rate)",,,,,,,,,
32 12 36.13,Chip Seal,1110,"Small, irregular areas",B-91,4000.0,0.016,S.Y.,1.55,0.87,0.61,3.03,3.67
32 12 36.13,Chip Seal,1120,Parking Lot,B 91D,12000.0,0.009,,1.55,0.46,0.29,2.30,2.71
32 12 36.13,Chip Seal,1130,Roadway,"""",24000.0,0.004,,1.55,0.23,0.15,1.93,2.21
32 12 36.13,Chip Seal,1190,"For Each .5% Latex Additive, Add",,,,,0.36,,,.36,0.4
32 12 36.13,Chip Seal,1200,"Medium - PMCRS 2h (30lbs/sy, 3/8"" (No.6), .40gal/sy app. rate)",,,,,,,,,
32 12 36.13,Chip Seal,1210,"Small, irregular areas",B-91,3330.0,0.019,S.Y.,1.6,1.04,0.33,3.37,4.12
32 12 36.13,Chip Seal,1220,Parking Lot,B 91D,10000.0,0.01,,1.6,0.55,0.35,2.50,2.96
32 12 36.13,Chip Seal,1230,Roadway,,20000.0,0.005,,1.6,0.27,0.18,2.05,2.36
32 12 36.13,Chip Seal,1290,"For Each .5% Latex Additive, Add",,,,,0.43,,,.43,48.0
32 12 36.13,Chip Seal,1300,"Course - PMCRS-2h (30lbs/sy, 1/2"" (No.4), .40gal/sy app. rate)",,,,,,,,,
32 12 36.13,Chip Seal,1310,"Small, irregular areas",B-91,2500.0,0.026,S.Y.,1.56,1.39,0.98,3.93,4.84
32 12 36.13,Chip Seal,1320,Parking Lot,B 91D,7500.0,0.014,,1.56,0.73,0.47,2.76,3.31
32 12 36.13,Chip Seal,1330,Roadway,"""",115000.0,0.007,,1.56,0.36,0.23,2.15,2.51
32 12 36.13,Chip Seal,1390,"For Each .5% Latex Additive, Add",,,,,0.43,,,.43,0.48
32 12 36.13,Chip Seal,1400,Double - PMCRS-2h Course Base with Fine Top,,,,,,,,,
32 12 36.13,Chip Seal,1410,"Small, irregular areas",B-91,2000.0,0.032,S.Y.,2.66,1.73,1282.0,5.61,6.85
32 12 36.13,Chip Seal,1420,Parking Lot,B-91D,6000.0,0.017,,2.66,0.91,0.58,4.15,4.92
32 12 36.13,Chip Seal,1430,Roadway,"""",12000.0,0.009,,2.66,0.46,0.29,3.41,3.92
32 12 36.13,Chip Seal,1490,"For Each .5% Latex Additive, Add",,,,,0.72,,,.72,0.79
32 12 36.14,Flush Coat,10,FLUSH COAT,,,,,,,,,
32 12 36.14,Flush Coat,11,"Fog Seal with Sand Cover (.18gal/sy, 6lbs/sy)",,,,,,,,,
32 12 36.14,Flush Coat,1010,"Small, irregular areas",B-91,2000.0,0.032,S.Y.,1.14,1.73,1.22,4.09,5.15
32 12 36.14,Flush Coat,1020,Parking lot,,6000.0,0.011,,1.14,0.58,0.41,2.13,2.56
32 12 36.14,Flush Coat,1030,Roadway,,12000.0,0.005,,1.14,0.29,0.2,1.63,1.9
32 12 36.33,0011 Includes sweeping and cleaning of area,1010,"Small, irregular areas",B-90,8000.0,0.008,S.Y.,1.98,0.436,265.0,2.67,33.1
32 12 36.33,0011 Includes sweeping and cleaning of area,1020,Parking Lot,,125000.0,0.003,,1.98,0.13,0.09,2.20,2.4
32 12 36.33,0011 Includes sweeping and cleaning of area,1030,Roadway,,50000.0,0.001,,1.98,0.06,0.05,2.09,2.3
32 12 36.33,0011 Includes sweeping and cleaning of area,1090,"For Each .5% Latex Additive, Add",,,,S.Y.,.19 i,,,.19 ],0.2
32 12 36.33,0011 Includes sweeping and cleaning of area,1100,"Type I-PMCQS 1h-EAS (15lbs/sy, 1/4"", 18% asphalt emulsion)",,,,,,,,,
32 12 36.33,0011 Includes sweeping and cleaning of area,1110,"Small, irregular areas",B-90,6000.0,0.011,S.Y.,2.20,0.54,0.38,3.12,3.6
32 12 36.33,0011 Includes sweeping and cleaning of area,1120,Parking lot,,20000.0,0.003,,2.20,0.16,0.11,2.47,2.7
32 12 36.33,0011 Includes sweeping and cleaning of area,1130,Roadway,,40000.002,,,2.20,0.08,0.06,2.34,2.6
32 12 36.33,0011 Includes sweeping and cleaning of area,1190,"For Each .5% Latex Additive, Add",,,,,.23,,,.23,2.0
32 12 36.33,0011 Includes sweeping and cleaning of area,1200,"Type III-PMCQS-1h-EAS (25lbs/sy, 3/8"", 15% asphalt emulsion)",,,,,,,,,
32 12 36.33,0011 Includes sweeping and cleaning of area,1210,"Small, irregular areas",B-90,4000.0,0.016,S.Y.,3.03,0.81,220.0,4.41,5.1
32 12 36.33,0011 Includes sweeping and cleaning of area,1220,Parking lot,,12000.005,,,3.03,0.27,0.19,3.49,3.9
32 12 36.33,0011 Includes sweeping and cleaning of area,1230,Roadway,,24000.0,0.003,,3.03,0.13,0.1,3.26,3.6
32 12 36.33,0011 Includes sweeping and cleaning of area,1290,"For Each .5% Latex Additive, Add",,,,,,.37,,,.37 :
32 12 36.36,0010 MICROSURFACING,1100,"Type I-MSE (20lbs/sy,1/4"", 18% microsurfacing emulsion)",,,,,,,,,
32 12 36.36,0010 MICROSURFACING,1110,"Small, irregular areas",B-90,5000,0.013,S.Y.,1.99,0.65,0.46,3.1,3.6
32 12 36.36,0010 MICROSURFACING,1120,Parking lot,,15000,0.004,,1.99,0.22,0.15,2.36,2.6
32 12 36.36,0010 MICROSURFACING,1130,Roadway,,30000.002,,,1.99,0.11,0.08,2.18,2.4
32 12 36.36,0010 MICROSURFACING,1200,"Type Ill-MSE (32lbs/sy, 3/8"", 15% microsurfacing emulsion)",,,,,,,,,
32 12 36.36,0010 MICROSURFACING,1210,"Small, irregular areas",B-90,3000,0.021,S.Y.,2.75,1.08,0.76,4.59,5.4
32 12 36.36,0010 MICROSURFACING,1220,Parking lot,,9000 : .007,,,2.75,0.36,0.25,3.36,3.8
32 12 36.36,0010 MICROSURFACING,1230,Roadway,,18000,0.004,4,2.75,0.18,0.13,3.06,3.4
32 13 13.25,"0015 Including joints, finishing and curing",20,"Fixed form, 12' pass, unreinforced, 6"" thick",B 26,3000.0,0.029,S.Y.,27,1.48,1.12,29.6,33.5
32 13 13.25,"0015 Including joints, finishing and curing",100,"8"" thick",,2750.0,0.032,1,37,1.62,1.22,39.84,44.5
32 13 13.25,"0015 Including joints, finishing and curing",110,"8"" thick, small area",,1375.0,0.064,,37,3.23,2.44,42.67,48.5
32 13 13.25,"0015 Including joints, finishing and curing",200,"9"" thick",,2500.0,0.035,,42,1.78,1.34,45.12,50.5
32 13 13.25,"0015 Including joints, finishing and curing",300,"10"" thick",,2100.0,0.042,,46,2.12,1.60,49.72,55.5
32 13 13.25,"0015 Including joints, finishing and curing",310,"10"" thick, small area",,1050.0,0.084,,46,4.23,3.19,53.42,60.5
32 13 13.25,"0015 Including joints, finishing and curing",400,"12"" thick",,1800.0,0.049,,53,2.47,1.86,57.33,63.5
32 13 13.25,"0015 Including joints, finishing and curing",410,"Conc. pavement, w/ it., fnsh & curing, fix form, 24' pass, unreinforced, 6""T",,6000.0,0.015,,25.50,.74,.56,26.8,29.5
32 13 13.25,"0015 Including joints, finishing and curing",430,"8"" thick",,5500.0,0.016,,35,.81,.61,36.42,40.5
32 13 13.25,"0015 Including joints, finishing and curing",440,"9"" thick",,5000.0,0.018,,40,.89,.67,41.56,46.0
32 13 13.25,"0015 Including joints, finishing and curing",450,"10"" thick",,4200.0,0.021,,44,1.06,.80,45.86,51.0
32 13 13.25,"0015 Including joints, finishing and curing",460,"12"" thick",,3600.0,0.024,,50.50,1.24,.93,52.67,58.5
32 13 13.25,"0015 Including joints, finishing and curing",470,"15"" thick",B 26,3000.0,0.029,S.Y.,67,1.48,1.12,69.6,77.0
32 13 13.25,"0015 Including joints, finishing and curing",500,"Fixed form 12' pass, 15"" thick",,1500.0,0.059,"""",67,2.96,2.23,72.19,81.0
32 13 13.25,"0015 Including joints, finishing and curing",510,"For small irregular areas, add",,,,%,,10 %,100 %,100 %,
32 13 13.25,"0015 Including joints, finishing and curing",520,"Welded wire fabric, sheets for rigid paving 2.33 lb./S.Y.",2 Rodm,389.0,0.041,S.Y.,2,2.50,,4.5,5.9
32 13 13.25,"0015 Including joints, finishing and curing",530,Reinforcing steel for rigid paving 12 lb./S.Y.,,666.0,0.024,,9.15,1.46,,10.61,12.3
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,540,Reinforcing steel for rigid paving 18 lb./S.Y.,2 Rodm,444.0,0.036,S.Y.,13.75,2.19,,15.94,18.35
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,620,"Slip form, 12' pass, unreinforced, 6"" thick",B-26A,5600.0,0.016,,25.5,0.791,0.63,26.92,30.5
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,624,"8"" thick",,5300.0,0.017,,35.5,0.84,0.66,37.0,41.0
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,626,"9"" thick",,4820.0,0.018,,40.0,0.92,0.73,41.65,46.5
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,628,"10"" thick",,4050.0,0.022,,44.5,1.1,0.87,46.47,51.0
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,630,"12"" thick",,3470.0,0.025,,51.0,1.28,1.01,53.29,59.0
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,632,"15"" thick",,2890.0,0.03,,64.5,1.54,1.21,67.25,74.5
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,640,"Slip form, 24' pass, unreinforced, 6"" thick",,11200.0,0.008,,25.5,0.4,0.31,26.21,29.0
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,644,"8"" thick",,10600.0,0.008,,34.0,0.42,0.33,34.75,38.5
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,646,"9"" thick",,9640.0,0.009,,391.0,0.46,0.36,39.82,44.0
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,648,"10"" thick",,8100.0,0.011,,43.0,0.55,0.43,43.98,49.0
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,650,"12"" thick",,6940.0,0.013,,49.5,0.64,0.51,50.65,56.0
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,652,"15"" thick",,5780.0,0.015,,62.5,0.77,0.61,63.88,70.5
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,700,"Finishing, broom finish small areas",2 Cefi,120.0,0.133,,,7.1,,7.1,10.35
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,1000,"Curing, with sprayed membrane by hand",2 Clab,1500.0,0.011,,1.22,0.49,,1.71,2.06
13.25,Reinforcing steel for rigid paving 18 lb./S.Y.,1650,"For integral coloring, see Section 03 05 13.20",,,,,,,,,
32 14 13.13,Interlocking Precast Concrete Unit Paving,10,INTERLOCKING PRECAST CONCRETE UNIT PAVING,,,,,,,,,
32 14 13.13,Interlocking Precast Concrete Unit Paving,20,"""V"" blocks for retaining soil",D 1,205.0,0.078,S.F.,11.6,3.91,,15.51,18.65
32 14 13.16,Precast Concrete Unit Paving Slabs,10,PRECAST CONCRETE UNIT PAVING SLABS,,,,,,,,,
32 14 13.16,Precast Concrete Unit Paving Slabs,710,"Precast concrete patio blocks, 2-3/8"" thick, colors, 8"" x 16""",D 1,265.0,0.06,S.F.,12.45,3.03,,15.48,18.25
32 14 13.16,Precast Concrete Unit Paving Slabs,750,"Exposed local aggregate, natural",2 Bric,250.0,0.064,,9.1,3.54,,12.64,15.3
32 14 13.16,Precast Concrete Unit Paving Slabs,800,Colors,,250.0,0.064,,11.2,3.54,,14.74,17.6
32 14 13.16,Precast Concrete Unit Paving Slabs,850,Exposed granite or limestone aggregate,,250.0,0.064,,9.4,3.54,,12.94,15.65
32 14 13.16,Precast Concrete Unit Paving Slabs,900,Exposed white tumblestone aggregate,,250.0,0.064,,12.45,3.54,,15.99,19.0
32 14 13.18,Precast Concrete Plantable Pavers,10,PRECAST CONCRETE PLANTABLE PAVERS (50% grass),,,,,,,,,
32 14 13.18,Precast Concrete Plantable Pavers,15,Subgrade preparation and grass planting not included,,,,,,,,,
32 14 13.18,Precast Concrete Plantable Pavers,100,"Precast concrete plantable pavers with topsoil, 24"" x 16""",B 63,800.0,0.05,S.F.,4.04,2.39,332233.0,6.76,8.35
