Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
22 05 23.20,"Valves, Bronze",6950,"3/4""",,20.0,0.4,,615,28,,643,720
22 05 23.20,"Valves, Bronze",6960,"1""",,19.0,0.421,,955,29.50,,984.50,"1,100"
22 05 23.20,"Valves, Bronze",6970,"1-1/4""",,15.0,0.533,,"1,625",37,,"1,662","1,825"
22 05 23.20,"Valves, Bronze",6980,"1-1/2""",,13.0,0.615,,"2,675",43,,"2,718","3,025"
22 05 23.20,"Valves, Bronze",8350,"Tempering, water, sweat connections",,,,,,,,,
22 05 23.20,"Valves, Bronze",8400,"1/2""",1 Plum,242.0,0.333,Ea.,159,22.50,,182.50,210
22 05 23.20,"Valves, Bronze",8440,"3/4""",11,20.0,0.4,=,184,28,,212,245
22 05 23.20,"Valves, Bronze",8650,Threaded connections,,,,,,,,,
22 05 23.20,"Valves, Bronze",8700,"1/2""",1 Plum,24.0,0.333,Ea.,176,23.50,,199.50,228
22 05 23.20,"Valves, Bronze",8740,"3/4""",,20.0,0.4,,"1,100",28,,"1,128","1,275"
22 05 23.20,"Valves, Bronze",8750,"1""",,19.0,0.421,,"1,250",29.50,,"1,279.50","1,425"
22 05 23.20,"Valves, Bronze",8760,"1-1/4""",,15.0,0.533,,"1,925",37,,"1,962","2,175"
22 05 23.20,"Valves, Bronze",8770,"1-1/2""",,13.0,0.615,,"2,100",43,,"2,143","2,400"
22 05 23.20,"Valves, Bronze",8780,"2""",,11.0,0.727,,"3,150",51,,"3,201","3,550"
22 05 23.20,"Valves, Bronze",8800,Water heater water & gas safety shut off,,,,,,,,,
22 05 23.20,"Valves, Bronze",8810,Protection against a leaking water heater,,,,,,,,,
22 05 23.20,"Valves, Bronze",8814,Shut off valve,1 Plum,16.0,0.5,Ea.,196,35,,231,267
22 05 23.20,"Valves, Bronze",8818,Water heater dam,,32.0,0.25,,52.50,17.45,,69.95,84
22 05 23.20,"Valves, Bronze",8822,Gas control wiring harness,,32.0,0.25,4,25.50,17.45,,42.95,54
22 05 23.20,"Valves, Bronze",8830,Whole house flood safety shut off,,,,,,,,,
22 05 23.20,"Valves, Bronze",8834,Connections,,,,,,,,,
22 05 23.20,"Valves, Bronze",8838,"3/4"" NPT",1 Plum,12.0,0.667,Ea.,"1,050",46.50,,"1,096.50","1,225"
22 01 02.10,"Boilers, General",0010,"BOILERS, GENERAL, Prices do not include flue piping, elec. wiring,",,,,,,,,,
22 01 02.10,"Boilers, General",0020,"gas or oil piping, boiler base, pad, or tankless unless noted",,,,,,,,,
22 01 02.10,"Boilers, General",0100,"Boiler H..: 10 KW = 34 lb./steam/hr. = 33,475 BTU/hr.",,,,,,,,,
22 01 02.10,"Boilers, General",0150,"To convert SFR to BTU rating: Hot water, 150 x SFR;",,,,,,,,,
22 01 02.10,"Boilers, General",0160,"Forced hot water, 180 x SFR; steam, 240 x SFR",,,,,,,,,
22 01 02.10,"Boilers, General",22 01 02.20,Labor Adjustment Factors,,,,,,,,,
22 01 02.10,"Boilers, General",0010,"LABOR ADJUSTMENT FACTORS (For Div. 21, 22 and 23) R220102-20",,,,,,,,,
22 01 02.10,"Boilers, General",0100,"Labor factors: The below are reasonable suggestions, but",,,,,,,,,
22 01 02.10,"Boilers, General",0110,"each project must be evaluated for its own peculiarities, and",,,,,,,,,
22 01 02.10,"Boilers, General",0120,the adjustments be increased or decreased depending on the,,,,,,,,,
22 01 02.10,"Boilers, General",0130,severity of the special conditions.,,,,,,,,,
22 01 02.10,"Boilers, General",1000,Add to labor for elevated installation (Above floor level),,,,,,,,,
22 01 02.10,"Boilers, General",1080,10' to 14.5' high,,,,,,,,,10%
22 01 02.10,"Boilers, General",1100,15' to 19.5' high,,,,,,,,,20%
22 01 02.10,"Boilers, General",1120,20' to 24.5' high,,,,,,,,,25%
22 01 02.10,"Boilers, General",1140,25' to 29.5' high,,,,,,,,,35%
22 01 02.10,"Boilers, General",1160,30' to 34.5' high,,,,,,,,,40%
22 01 02.10,"Boilers, General",1180,35' to 39.5' high,,,,,,,,,50%
22 01 02.10,"Boilers, General",1200,40' and higher,,,,,,,,,55%
22 01 02.10,"Boilers, General",2000,Add to labor for crawl space,,,,,,,,,
22 01 02.10,"Boilers, General",2100,3' high,,,,,,,,,40%
22 01 02.10,"Boilers, General",2140,4' high,,,,,,,,,30%
22 01 02.10,"Boilers, General",3000,Add to labor for multi-story building,,,,,,,,,
22 01 02.10,"Boilers, General",3010,For new construction (No elevator available),,,,,,,,,
22 01 02.10,"Boilers, General",3100,Add for floors 3 thru 10,,,,,,,,,5%
22 01 02.10,"Boilers, General",3110,Add for floors 11 thru 15,,,,,,,,,10%
22 01 02.10,"Boilers, General",3120,Add for floors 16 thru 20,,,,,,,,,15%
22 01 02.10,"Boilers, General",3130,Add for floors 21 thru 30,,,,,,,,,20%
22 01 02.10,"Boilers, General",3140,Add for floors 31 and up,,,,,,,,,30%
22 01 02.10,"Boilers, General",3170,For existing structure (Elevator available),,,,,,,,,
22 01 02.10,"Boilers, General",3180,Add for work on floor 3 and above,,,,,,,,,2%
22 01 02.10,"Boilers, General",4000,Add to labor for working in existing occupied buildings,,,,,,,,,
22 01 02.10,"Boilers, General",4100,Hospital,,,,,,,,,35%
22 01 02.10,"Boilers, General",4140,Office building,,,,,,,,,25%
22 01 02.10,"Boilers, General",4180,School,,,,,,,,,20%
22 01 02.10,"Boilers, General",4220,Factory or warehouse,,,,,,,,,15%
22 01 02.10,"Boilers, General",4260,Multi dwelling,,,,,,,,,15%
22 01 02.10,"Boilers, General",5000,"Add to labor, miscellaneous",,,,,,,,,
22 01 02.10,"Boilers, General",5100,Cramped shaft,,,,,,,,,35%
22 01 02.10,"Boilers, General",5140,Congested area,,,,,,,,,15%
22 01 02.10,"Boilers, General",5180,Excessive heat or cold,,,,,,,,,30%
22 01 02.10,"Boilers, General",9000,"Labor factors: The above are reasonable suggestions, but",,,,,,,,,
22 01 02.10,"Boilers, General",9010,each project should be evaluated for its own peculiarities.,,,,,,,,,
22 01 02.10,"Boilers, General",9100,Other factors to be considered are:,,,,,,,,,
22 01 02.10,"Boilers, General",9140,Movement of material and equipment through finished areas,,,,,,,,,
22 01 02.10,"Boilers, General",9180,Equipment room,,,,,,,,,
22 01 02.10,"Boilers, General",9220,Attic space,,,,,,,,,
22 01 02.10,"Boilers, General",9260,No service road,,,,,,,,,
22 01 02.10,"Boilers, General",9300,Poor unloading / storage area,,,,,,,,,
22 01 02.10,"Boilers, General",9340,Congested site area / heavy traffic,,,,,,,,,
22 11 13.23,"Distribution Pipe/Tube, Copper",4200,"5"" diameter",Q-1,36,0.444,L.F.,180,28,,208,240
22 11 13.23,"Distribution Pipe/Tube, Copper",4220,"6"" diameter",Q-2,42,0.571,,270,37,,307,355
22 11 13.44,"Pipe, Steel",540,"Black, 1/4"" diameter",1 Plum,66.0,121.0,LF,7.95,8.45,,16.4,21.5
22 11 13.44,"Pipe, Steel",550,"3/8"" diameter",,65.0,0.123,,10.35,8.6,,18.95,24.0
22 11 13.44,"Pipe, Steel",560,"1/2"" diameter",,63.0,0.127,,2.81,8.85,,11.66,16.3
22 11 13.44,"Pipe, Steel",570,"3/4"" diameter",,61.0,0.131,,3.41,9.15,,12.56,17.4
22 11 13.44,"Pipe, Steel",580,"1"" diameter",,53.0,0.151,,3.89,10.55,,14.44,19.95
22 11 13.44,"Pipe, Steel",590,"1-1/4"" diameter",Q-1,89.0,0.18,☐,5.05,11.3,,16.35,22.5
22 11 13.44,"Pipe, Steel",600,"1-1/2"" diameter",,80.0,200.0,,5.9,12.55,,18.45,25.5
22 11 13.44,"Pipe, Steel",610,"2"" diameter",,64.0,0.25,,7.9,15.7,,23.6,32.0
22 11 13.44,"Pipe, Steel",620,"2-1/2"" diameter",,50.0,0.32,,14.7,20229.0,,34.7,46.0
22 11 13.44,"Pipe, Steel",630,"3"" diameter",,43.0,0.372,,19.2,23.5,,42.7,56.0
22 11 13.44,"Pipe, Steel",640,"3-1/2"" diameter",,40.0,0.4,,28.5,25.0,,53.5,69.0
22 11 13.44,"Pipe, Steel",650,"4"" diameter",,36.0,0.444,,29.0,28.0,,57.0,73.0
22 11 13.44,"Pipe, Steel",1290,"Galvanized, 1/4"" diameter",1 Plum,66.0,121.0,LF,10.95,8.45,,19.4,24.5
22 11 13.44,"Pipe, Steel",1300,"3/8"" diameter",,65.123,,,14.4,8.6,,23.0,28.5
22 11 13.44,"Pipe, Steel",1310,"1/2"" diameter",,63.0,0.127,,3.19,8.85,,12.04,16.7
22 11 13.44,"Pipe, Steel",1320,"3/4"" diameter",,61.0,0.131,,3.92,9.15,,13.07,17.95
22 11 13.44,"Pipe, Steel",1330,"1"" diameter",,53.0,0.151,,4.63,10.55,,15.18,21.0
22 11 13.44,"Pipe, Steel",1340,"1-1/4"" diameter",0-1,89.0,0.18,,6.05,11.3,,17.35,23.5
22 11 13.44,"Pipe, Steel",1350,"1-1/2"" diameter",,80.0,0.2,,7.1,12.55,,19.65,26.5
22 11 13.44,"Pipe, Steel",1360,"2"" diameter",,64.0,0.25,,9.55,15.7,,25.25,34.0
22 11 13.44,"Pipe, Steel",1370,"2-1/2"" diameter",,50.0,0.32,,16.5,22228.0,,36.5,48.0
22 11 13.44,"Pipe, Steel",1380,"3"" diameter",,43.0,0.372,,21.5,23.5,,45.0,59.0
22 11 13.44,"Pipe, Steel",1390,"3-1/2"" diameter",,40.0,0.4,,33.5,25.0,,58.5,74.5
22 11 13.44,"Pipe, Steel",1400,"4"" diameter",,36.0,0.444,,33.5,,,61.5,78.5
22 11 13.44,"Pipe, Steel",2040,"Welded, Sch. 40, on Yoke & Rollhanger Assemblies Black, 1"" diameter",Q-15,93.0,0.172,LF,4.65,10.8,0.67,16.12,22.0
22 11 13.44,"Pipe, Steel",2070,"2"" diameter",,61.0,0.262,1,7.85,16.5,1.02,25.37,34.5
22 11 13.44,"Pipe, Steel",2090,"3"" diameter",,43.0,0.372,,16.15,23.5,1.44,41.09,54.5
22 11 13.44,"Pipe, Steel",2110,"4"" diameter",,37.0,432.0,,22.5,27.0,1.68,51.18,67.5
22 11 13.44,"Pipe, Steel",2120,"5"" diameter",,32.0,0.5,,25.5,31.5,1.94,58.94,77.0
22 11 13.44,"Pipe, Steel",2130,"6"" diameter",Q-16,36.0,0.667,LF,27.0,43.5,1.73,72.23,96.5
22 11 13.44,"Pipe, Steel",2140,"8"" diameter",,29.0,0.828,,88.5,54.0,2.14,144.64,180.0
22 11 13.44,"Pipe, Steel",2150,"10"" diameter",,24.0,1.0,,113.0,65.0,2.59,180.59,224.0
22 11 13.44,"Pipe, Steel",2160,"12"" diameter",,19.0,1.263,,141.0,82.5,3.27,226.77,283.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",10,"PIPE, FITTINGS AND VALVES, STEEL, GROOVED-JOINT",,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",12,Fittings are ductile iron. Steel fittings noted.,,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",20,"Pipe includes coupling & clevis type hanger assemblies, 10' OC",,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1000,"Schedule 40, black",,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1040,"3/4"" diameter",1 Plum,71.0,.113,L.F.,6.1,7.85,,13.95,18.45
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1050,"1"" diameter",,63.0,.127,,5.65,8.85,,14.5,19.4
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1060,"1-1/4"" diameter",,58.0,.138,,7.25,9.65,,16.9,22.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1070,"1-1/2"" diameter",,51.0,.157,,8.15,10.95,,19.1,25.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1080,"2"" diameter",,40.0,.200,,9.65,13.95,,23.6,31.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1090,"2-1/2"" diameter",Q-1,57.0,.281,,15.3,17.65,,32.95,43.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1100,"3"" diameter",,50.0,.320,,18.75,20.23,,38.75,50.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1110,"4"" diameter",,45.0,.356,,26.5,22.5,,49.0,63.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1120,"5"" diameter",,37.0,.432,,32.0,27.0,,59.0,76.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1130,"6"" diameter",Q-2,42.0,.571,,36.0,37.0,,73.0,95.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1800,Galvanized,,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1840,"3/4"" diameter",1 Plum,71.0,.113,L.F.,6.55,7.85,,14.4,18.95
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1850,"1"" diameter",,63.0,.127,,6.55,8.85,,15.4,20.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1860,"1-1/4"" diameter",,58.0,.138,,8.45,9.65,,18.1,23.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1870,"1-1/2"" diameter",,51.0,.157,,9.55,10.95,,20.5,27.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1880,"2"" diameter",,40.0,.200,,11.75,13.95,,25.7,34.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1890,"2-1/2"" diameter",Q-1,57.0,.281,,17.4,17.65,,35.05,45.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1900,"3"" diameter",,50.0,.320,,21.5,20.0,,41.5,53.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1910,"4"" diameter",,45.0,.356,,30.5,22.5,,53.0,67.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1920,"5"" diameter",,37.0,.432,,32.0,27.0,,59.0,76.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",1930,"6"" diameter",Q-2,42.0,.571,,42.5,37.0,,79.5,102.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",3990,Fittings: coupling material required at joints not incl. in fitting price.,,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",3994,"Add 1 selected coupling, material only, per joint for installed price.",,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4000,"Elbow, 90° or 45°, painted",,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4030,"3/4"" diameter",1 Plum,222324322.16,Ea.,101,,11.15,,112.15,128.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4040,"1"" diameter",,50.0,.160,,54.0,11.15,,65.15,76.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4050,"1-1/4"" diameter",,40.0,.200,,54.0,13.95,,67.95,80.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4060,"1-1/2"" diameter",,,.242,,54.0,16.9,,70.9,84.5
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4070,"2"" diameter",,25.0,.320,,54.0,22.5,,76.5,93.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4080,"2-1/2"" diameter",Q-1,40.0,.400,Ea.,54.0,25.0,,79.0,97.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4090,"3"" diameter",,,.485,,95.0,30.5,,125.5,150.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4100,"4"" diameter",,25.0,.640,,103.0,40.0,,143.0,173.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4110,"5"" diameter",,20.0,.800,,244.0,50.5,,294.5,345.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4120,"6"" diameter",Q-2,25.0,.960,,287.0,62.5,,349.5,410.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4250,"For galvanized elbows, add 26%",,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4690,"Tee, painted",,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4700,"3/4"" diameter",1 Plum,338222222.211,Ea.,108,,14.7,,122.7,141.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4740,"1"" diameter",,,.242,,83.5,16.9,,100.4,117.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4750,"1-1/4"" diameter",,27.0,.296,,83.5,20.5,,104.0,123.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4760,"1-1/2"" diameter",,,.364,,83.5,25.5,,109.0,130.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4770,"2"" diameter",F,17.0,.471,,83.5,33.0,,116.5,141.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4780,"2-1/2"" diameter",Q-1,27.0,.593,,83.5,37.0,,120.5,147.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4790,"3"" diameter",,,.727,,114.0,45.5,,159.5,193.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4800,"4"" diameter",,17.0,.941,,173.0,59.0,,232.0,278.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4810,"5"" diameter",,13.0,1.231,,400.0,77.5,,477.5,555.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4820,"6"" diameter",0-2,17.0,1.412,,465.0,22.0,,557.0,645.0
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4900,"For galvanized tees, add 24%",,,,,,,,,
22 11 13.48,"Pipe, Fittings and Valves, Steel, Grooved-Joint",4906,"Couplings, rigid style, painted",,,,,,,,,
22 07 19.10,Piping Insulation,8445,"3/4"" iron pipe size",1 Asbe,84.0,0.095,LF,0.7,6.0,,6.7,9.95
22 07 19.10,Piping Insulation,8446,"1"" iron pipe size",,84.0,0.095,,5.1,9.0,,11.1,14.8
22 07 19.10,Piping Insulation,8447,"1-1/4"" iron pipe size",,82.0,0.098,,5.9,6.15,,12.05,15.9
22 07 19.10,Piping Insulation,8448,"1-1/2"" iron pipe size",,82.0,0.098,,6.55,6.15,,12.7,16.6
22 07 19.10,Piping Insulation,8449,"2"" iron pipe size",,80.0,0.1,,7.85,6.3,,14.15,18.3
22 07 19.10,Piping Insulation,8450,"2-1/2"" iron pipe size",,80.0,0.1,,7.9,6.3,,14.2,18.35
22 07 19.10,Piping Insulation,8456,"Rubber insulation tape, 1/8"" x 2"" x 30""",,,,Ea,25.0,,,25.0,27.5
22 11 13.23,"Pipe, Brass",1120,"1/2"" diameter",1 Plum,48.0,0.167,LF,9.15,11.65,,20.8,27.5
22 11 13.23,"Pipe, Brass",1140,"3/4"" diameter",,46.0,0.174,,11.85,12.15,,24.0,31.0
22 11 13.23,"Pipe, Brass",1160,"1"" diameter",,43.186,,,6.40,13.0,,19.4,26.5
22 11 13.23,"Pipe, Brass",1180,"1-1/4"" diameter",Q -1,72.0,222.0,,19.35,13.95,,33.3,42.5
22 11 13.23,"Pipe, Brass",1200,"1-1/2"" diameter",Q-1,65.0,0.246,LF,25,15.45,,40.45,50.5
22 11 13.23,"Pipe, Brass",1220,"2"" diameter","""",53.0,0.302,,31,18.95,,49.95,62.5
22 11 13.23,"Pipe, Brass",1100,"1/4"" diameter (Copper, Solder joints)",1 Plum,84.0,0.095,LF,6.75,6.65,,13.4,17.3
22 11 13.23,"Pipe, Brass",1200,"1"" diameter (Copper, Solder joints)",,66.0,0.121,,15.70,8.45,,24.15,30.0
22 11 13.23,"Pipe, Brass",1260,"2"" diameter (Copper, Solder joints)",,40.0,0.2,,39.50,13.95,,53.45,64.5
22 11 13.23,"Pipe, Brass",2100,"1/4"" diameter (Type I tubing)",1 Plum,88.0,0.091,LF,3.01,6.35,,9.36,12.75
22 11 13.23,"Pipe, Brass",2120,"3/8"" diameter (Type I tubing)",,84.0,0.095,,3.85,6.65,,10.5,14.15
22 11 13.23,"Pipe, Brass",2140,"1/2"" diameter (Type I tubing)",,81.0,0.099,,4.42,6.9,,11.32,15.15
22 11 13.23,"Pipe, Brass",2160,"5/8"" diameter (Type I tubing)",,79.0,101.0,,5.90,7.05,,12.95,17.05
22 11 13.23,"Pipe, Brass",2180,"3/4"" diameter (Type I tubing)",,76.0,0.105,,6.45,7.35,,13.8,18.05
22 11 13.23,"Pipe, Brass",2200,"1"" diameter (Type I tubing)",,68.0,0.118,,8.35,8.2,,16.55,21.5
22 11 13.23,"Pipe, Brass",2220,"1-1/4"" diameter (Type I tubing)",,58.0,0.138,,11.45,9.65,,21.1,27.0
22 11 13.23,"Pipe, Brass",2240,"1-1/2"" diameter (Type I tubing)",,52.0,0.154,,14.75,10.75,,25.5,32.5
22 11 13.23,"Pipe, Brass",2260,"2"" diameter (Type I tubing)",,42.0,1.19,,22.50,13.3,,35.8,45.0
22 11 13.23,"Pipe, Brass",2280,"2-1/2"" diameter (Type I tubing)",-1,62.0,0.258,,35,16.2,,51.2,62.5
22 11 13.23,"Pipe, Brass",2300,"3"" diameter (Type I tubing)",,56.0,0.286,,47.50,17.95,,65.45,79.0
22 11 13.23,"Pipe, Brass",2320,"3-1/2"" diameter (Type I tubing)",,43.0,0.372,,69,23.5,,92.5,111.0
22 11 13.23,"Pipe, Brass",2340,"4"" diameter (Type I tubing)",,39.0,0.41,,80,26.0,O,106.0,127.0
22 11 13.23,"Pipe, Brass",2360,"5"" diameter (Type I tubing)",,34.0,0.471,,194,29.5,,223.5,257.0
22 11 13.23,"Pipe, Brass",2380,"6"" diameter (Type I tubing)",Q-2,40.0,0.6,,2វិធី,39.0,,301.0,345.0
22 11 13.23,"Pipe, Brass",2400,"8"" diameter (Type I tubing)","""",36.0,0.667,,410,43.5,,453.5,515.0
22 11 13.23,"Pipe, Brass",4100,"1-1/4"" diameter (Type DWV tubing)",1 Plum,60.0,0.133,LE,13.85,9.3,,23.15,292330.0
22 11 13.23,"Pipe, Brass",4120,"1-1/2"" diameter (Type DWV tubing)",,54.0,0.148,,8.55,10.35,,18.9,25.0
22 11 13.23,"Pipe, Brass",4140,"2"" diameter (Type DWV tubing)",,44.0,0.182,,12.10,12.7,,24.8,32.5
22 11 13.23,"Pipe, Brass",4160,"3"" diameter (Type DWV tubing)",-1,58.0,0.276,,25.50,17.35,,42.85,54.0
22 11 13.23,"Pipe, Brass",4180,"4"" diameter (Type DWV tubing)",,40.0,0.4,,89.50,25.0,,114.5,136.0
22 11 13.23,22 5 05.10 Plumbing Demolition,1020,"Fixtures, including 10' piping",,,,,,,,,
22 11 13.23,22 5 05.10 Plumbing Demolition,1100,"Bathtubs, cast iron",1 Plum,4.0,2.0,Eo.,,140,,140,208
22 11 13.23,22 5 05.10 Plumbing Demolition,1120,Fiberglass,,6.0,1.333,,,93REREGER2,,93,139
22 11 13.23,22 5 05.10 Plumbing Demolition,1140,Steel,,5.0,1.6,,,112,,112,167
22 11 13.23,22 5 05.10 Plumbing Demolition,1200,"Lavatory, wall hung",,10.0,0.8,,,56,,56,83.50
22 11 13.23,22 5 05.10 Plumbing Demolition,1220,Counter top,,8.0,1.0,,,70,,70,104
22 11 13.23,22 5 05.10 Plumbing Demolition,1300,"Sink, single compartment",,8.0,1.0,,,70,,70,104
22 11 13.23,22 5 05.10 Plumbing Demolition,1320,Double compartment,,7.0,1.143,,,80,,80,119
22 11 13.23,22 5 05.10 Plumbing Demolition,1400,"Water closet, floor mounted",,8.0,1.0,,,70,,70,104
22 11 13.23,22 5 05.10 Plumbing Demolition,1420,Wall mounted,,7.0,1.143,,,80,,80,119
22 11 13.23,22 5 05.10 Plumbing Demolition,1500,"Urinal, floor mounted",,4.0,2.0,,,140,,140,208
