Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3267,"2"" x 6"" wall, 3' wide",,32.0,0.25,,,11.40,,11.40,17
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3268,4' wide,,32.0,0.25,,,11.40,,11.40,17
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3269,5' wide,,32.0,0.25,,,11.40,,11.40,17
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",32701,6' wide,,32.0,1.25,,,11.40,,11.40,17
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3271,8' wide,,,0.267,,,12.15,,12.15,18.10
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",32721,10' wide,,,0.267,,,12.15,,12.15,18.10
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3273,12' wide,,,0.267,,,12.15,,12.15,18.10
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3274,"Window buck, studs, header & access, 8' high 2"" x 4"" wall, 2' wide",24,0.333,,,,15.2,,15.2,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3275,3' wide,,,0.333,,,15.20,,15.20,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3276,4' wide,1 Clab,24.0,0.333,,,15.20,,15.20,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3277,5' wide,,24.0,0.333,,,15.20,,15.20,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3278,6' wide,,24.0,0.333,,,15.20,,15.20,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3279,7' wide,,24.0,0.333,,,15.20,,15.20,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3280,8' wide,,22.0,0.364,,,16.60,,16.60,24.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3281,10' wide,,22.0,0.364,,,16.60,,16.60,24.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3282,12' wide,,22.0,0.364,,,16.60,,16.60,24.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3283,"2"" x 6"" wall, 2' wide",,24.0,0.333,,,15.20,,15.20,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3284,3' wide,,24.0,0.333,,,15.20,,15.20,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3285,4' wide,,24.0,0.333,,,15.20,,15.20,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3286,5' wide,,24.0,0.333,,,15.20,,15.20,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3287,6' wide,,124.0,0.333,,,15.20,,15.20,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3288,7' wide,,24.0,1.333,,,15.2,,15.2,22.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3289,8' wide,,22.0,0.364,,,16.6,,16.6,24.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3290,10' wide,,22.0,0.364,,,16.6,,16.6,24.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3291,12' wide,,22.0,0.364,,,16.6,,16.6,24.50
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3360,Deck or porch decking,,825.0,0.01,L.F.,,.44,,.44,.66
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3400,"Fascia boards, 1"" x 6""",,500.0,0.016,,,0.73,,0.73,1.09
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",34401,"1"" x 8""",,1450.0,0.018,,,0.811,,0.811,1.21
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3480,"1"" x 10""",,400.0,0.02,,,0.911,,0.91,1.36
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3490,"2"" x 6""",,450.0,0.018,,,0.81,,0.81,1.21
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3500,"2"" x 8""",,400.0,0.02,,,0.91,,0.91,1.36
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3510,"2"" x 10""",,350.0,0.023,,,1.04,,1.04,1.55
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3610,"Furring, on wood walls or ceiling",,4000.0,0.002,S.F.,,.09,,.09,.14
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3620,On masonry or concrete walls or ceiling,,1200.0,0.007,S.F.,,.30,,.30,.45
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3800,"Headers over openings, 2 @ 2"" x 6""",,110.0,0.073,L.F.,,3.32,,3.32,4.94
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3840,"2 @ 2"" x 8""",,100.0,0.08,,,3.65,,3.65,5.45
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3880,"2 @ 2"" x 10""",,90.0,0.089,,,4.05,,4.05,6.05
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3885,Alternate pricing method,,0.26,30.651,M.B.F.,,"1,400",,"1,400","2,075"
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3920,"Joists, 1"" x 4""",,1250.0,0.006,L.F.,,.29,,.29,.43
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3930,"1"" x 6""",,1135.0,0.007,,,0.32,,0.32,.48
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3940,"1"" x 8""",,1000.0,0.008,,,0.36,,0.36,.54
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3950,"1"" x 10""",,895.0,0.009,,,0.41,,0.41,.61
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",3960,"1"" x 12""",,765.0,0.01,,,0.48,,0.48,.71
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",4200,"2"" x 4""",2 Clab,1000.0,0.016,,,0.73,,0.73,1.09
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",4230,"2"" x 6""",,1970.0,0.016,,,0.75,,0.75,1.12
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",4240,"2"" x 8""",,940.0,0.017,,,0.78,,0.78,1.16
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",4250,"2"" x 10""",,910.0,0.018,,,0.8,,0.8,1.19
06 05 05.10,"06 05 05 - Selective Demolition for Wood, Plastics, and Composites",4280,"2"" x 12""",,880.0,0.018,,,0.83,,0.83,1.23
06 05 05.10,2022 Bare Costs,4281,"2"" x 14""",2 Clab,850.0,0.019,LF,,0.86,,0.86,1.:
06 05 05.10,2022 Bare Costs,4282,"Composite joists, 9-1/2""",,960.0,0.017,,,,0.76,,0.76
06 05 05.10,2022 Bare Costs,4283,"11-7/8""",,930.0,0.017,,,0.78,,0.78,1.
06 05 05.10,2022 Bare Costs,4284,"14""",,897.0,0.018,,,0.81,,0.81,1.2
06 05 05.10,2022 Bare Costs,4285,"16""",,865.0,1.019,,,0.84,,0.84,1.2
06 05 05.10,2022 Bare Costs,4290,"Wood joists, alternate pricing method",,1.5,10.667,M.B.F.,485.0,,,485.0,725
06 05 05.10,2022 Bare Costs,4500,"Open web joist, 12"" deep",,500.0,0.032,LF,1.46,,,1.46,2.
06 05 05.10,2022 Bare Costs,4505,"14"" deep",,475.0,0.034,,,1.54,,1.54,2.1
06 05 05.10,2022 Bare Costs,4510,"16"" deep",,450.0,0.036,,,1.62,,1.62,2.4
06 05 05.10,2022 Bare Costs,4520,"18"" deep",,425.0,0.038,,,1.72,,1.72,2.5
06 05 05.10,2022 Bare Costs,4530,"24"" deep",,400.0,0.04,,,1.82,,1.82,2.7
06 05 05.10,2022 Bare Costs,4550,"Ledger strips, 1"" x 2""",1 Clab,1200.0,0.007,,,,0.3,,0.3
06 05 05.10,2022 Bare Costs,45601,"1"" x 3""",,1200.0,0.007,,,0.3,,0.3,L
06 05 05.10,2022 Bare Costs,4570,"1"" x 4""",,1200.0,0.007,,,0.3,,0.3,4
06 05 05.10,2022 Bare Costs,4580,"2"" x 2""",,1100.0,0.007,,,0.33,,0.33,A
06 05 05.10,2022 Bare Costs,4590,"2"" x 4""",,1000.0,0.008,,,0.36,,0.36,R
06 05 05.10,2022 Bare Costs,4600,"2"" x 6""",,1000.0,0.008,,,0.36,,0.36,E
06 05 05.10,2022 Bare Costs,4601,"2"" x 8 or 2"" x 10""",,800.0,0.01,,,0.46,,0.46,.t
06 05 05.10,2022 Bare Costs,4602,"4"" x 6""",,600.0,0.013,,,,0.61,,0.611
06 05 05.10,2022 Bare Costs,4604,"4"" x 8""",,450.0,0.018,,,0.81,,0.811,1.2
06 05 05.10,2022 Bare Costs,5400,"Posts, 4"" x 4""",2 Clab,800.0,0.02,,,0.911,,0.911,1.3
06 05 05.10,2022 Bare Costs,5405,"4"" x 6""",,550.0,0.029,,,1.33,,1.33,1.9
06 05 05.10,2022 Bare Costs,5410,"4"" x 8""",,440.0,0.036,,,1.66,,1.66,2.4
06 05 05.10,2022 Bare Costs,5425,"4"" x 10""",,390.0,0.041,,,1.87,,11.87,2.7
06 05 05.10,2022 Bare Costs,5430,"4"" x 12""",,350.0,0.046,,,2.08,,2.08,3.1
06 05 05.10,2022 Bare Costs,5440,"6"" x 6""",,400.0,0.04,,,1.82,,1.82,2.7
06 05 05.10,2022 Bare Costs,5445,"6"" x 8""",,350.046,,,,2.08,,2.08,3.1
06 05 05.10,2022 Bare Costs,5450,"6"" x 10""",,320.0,0.05,,,2.28,,2.28,3.4
06 05 05.10,2022 Bare Costs,5455,"6"" x 12""",,290.0,0.055,,,2.52,,2.521,3.7
06 05 05.10,2022 Bare Costs,5480,"8"" x 8""",,300.0,0.053,,,2.43,,2.431,3.6
06 05 05.10,2022 Bare Costs,5500,"10"" x 10""",,-240.0,0.067,NO,3.04,,,3.04,4.5
06 05 05.10,2022 Bare Costs,5660,T & G floor planks,,2.0,8.0,M.B.F.,365.0,,,365.0,545
06 05 05.10,2022 Bare Costs,5682,"Rafters, ordinary, 16"" OC, 2"" x 4""",,880.0,0.018,S.F.,,0.83,,0.83,122
06 05 05.10,2022 Bare Costs,5683,"2"" x 6""",,840.0,0.019,,,0.87,,0.87,1.2
06 05 05.10,2022 Bare Costs,5684,"2"" x 8""",,820.0,0.02,,,0.89,,0.891,1.3
06 05 05.10,2022 Bare Costs,5685,"2"" x 10""",,820.0,0.02,,,0.89,,0.89,1.3
06 05 05.10,2022 Bare Costs,5686,"2"" x 12""",,810.0,1.02,,,0.9,,0.901,1.3 .
06 05 05.10,2022 Bare Costs,5687,"24"" OC, 2"" x 4""",,1170.0,0.014,,,0.62,,0.62,.9
06 05 05.10,2022 Bare Costs,5688,"2"" x 6""",,1117.0,0.014,,,0.65,,0.65,.9.
06 05 05.10,2022 Bare Costs,5689,"2"" x 8""",2 Clab,1091.0,0.015,S.F.,,0.67,,0.67,1
06 05 05.10,2022 Bare Costs,5690,"2"" x 10""",,1091.0,0.015,,,,0.67,,0.67
06 05 05.10,2022 Bare Costs,5691,"2"" x 12""",,1077.0,0.015,,,0.68,,0.68,1.0
06 05 05.10,2022 Bare Costs,5795,"Rafters, ordinary, 2"" x 4"" (alternate method)",,862.0,0.019,LF,,0.85,,0.85,1.2
06 05 05.10,2022 Bare Costs,5800,"2"" x 6"" (alternate method)",,850.019,,,,0.86,,0.86,1.28
06 05 05.10,2022 Bare Costs,5840,"2"" x 8"" (alternate method)",,837.0,19.0,,,0.87,,0.87,1.36
06 05 05.10,2022 Bare Costs,5855,"2"" x 10"" alternate method",,825.0,0.019,,,0.88,,0.88,1.32
06 05 05.10,2022 Bare Costs,5865,"2"" x 12"" alternate method",,812.0,0.02,,,0.9,,0.9,1.34
06 05 05.10,2022 Bare Costs,5870,"Sill plate, 2"" x 4""",1 Clab,1170.0,0.007,,,0.31,,0.31,.46
06 05 05.10,2022 Bare Costs,5871,"2"" x 6""",,780.0,0.01,,,0.47,,0.47,.70
06 05 05.10,2022 Bare Costs,5872,"2"" x 8""",,586.0,0.014,,,0.62,,0.62,.93
06 05 05.10,2022 Bare Costs,5873,Alternate pricing method,,0.78,10.256,M.B.F.,470.0,,,470.0,695
06 05 05.10,2022 Bare Costs,5885,"Ridge board, 1"" x 4""",12 Clab,900.0,0.018,L.F.,,0.81,,0.88,1.21
06 05 05.10,2022 Bare Costs,5886,"1"" x 6""",,875.0,0.018,,,0.83,,0.83,1.24
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",58871,"1"" x 8""",12 Clab,850,0.019,LF,,0.86,,0.86,1.28
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",5888,"1"" x 10""",,825,0.019,,,0.88,,0.88,1.32
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",5889,"1"" x 12""",,800,0.02,,,0.91,,0.91,1.36
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",5890,"2"" x 4""",,900,0.018,,,0.81,,0.81,1.21
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",5892,"2"" x 6""",,875,0.018,,,0.83,,0.83,1.24
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",5894,"2"" x 8""",,850,0.019,,,0.86,,0.86,1.28
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",5896,"2"" x 10""",,825,0.019,,,0.88,,0.88,1.32
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",5898,"2"" x 12""",,800,0.02,,,0.911,,0.91,1.36
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6050,"Rafter tie, 1"" x 4""",,1250,0.013,,,0.58,,0.58,0.87
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6052,"1"" x 6""",,1135,0.014,,,0.64,,0.64,0.96
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6054,"2"" x 4""",,1000,0.016,,,0.73,,0.73,1.09
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6056,"2"" x 6""",,970,0.016,,,0.75,,0.75,1.12
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6070,"Sleepers, on concrete, 1"" x 2""",1 Clab,4700,0.002,,,0.08,,0.08,0.12
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6075,"1"" x 3""",,4000,0.002,,,0.09,,0.09,0.14
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6080,"2"" x 4""",,3000,0.003,,,0.12,,0.121,0.18
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6085,"2"" x 6""",,2600,0.0031,,,0.14,,0.14,0.21
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6086,"Sheathing from roof, 5/16""",Clab,1600,0.01,S.F.,,0.46,,0.46,0.68
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6088,"3/8""",,1525,0.01,,,0.48,,0.48,0.71
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6090,"1/2""",,1400,0.011,,,0.52,,0.52,0.78
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6092,"5/8""",,1300,0.012,,,0.56,,0.56,0.84
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6094,"3/4""",,1200,0.013,,,0.61,,0.61,0.91
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6096,Board sheathing from roof,,1400,0.011,,,0.52,,0.52,0.78
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6100,"Sheathing, from walls, 1/4""",,1200,0.013,,,0.61,,0.61,0.91
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6110,"5/16""",,1175,0.014,,,0.62,,0.62,0.92
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6120,"3/8""",,1150,0.014,,,0.63,,0.63,0.94
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6130,"1/2""",2 Clab,1125,0.014,S.F.,,0.65,,0.65,0.97
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6140,"5/8""",,1100,0.015,1,,0.66,,0.66,0.99
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6150,"3/4""",,1075,0.015,,,0.68,,0.68,1.01
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6152,Board sheathing from walls,,1500,0.011,,,0.49,,0.49,0.72
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6158,"Subfloor / roof deck, with boards",,2200,0.007,,,0.33,,0.33,0.49
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6159,"Subfloor / roof deck, with tongue & groove boards",,2000,0.008,,,0.36,,0.36,0.54
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6160,"Plywood, 1/2"" thick",,768,0.021,,,0.95,,0.95,1.41
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6162,"5/8"" thick",,760,0.021,,,0.96,,0.96,1.43
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6164,"3/4"" thick",,750,0.021,,,0.97,,0.97,1.45
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6165,"1-1/8"" thick",,720,0.022,,,1.01,,1.01,1.51
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6166,"Underlayment, particle board, 3/8"" thick",1 Clab,780,0.01,,,0.47,,0.47,0.7
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6168,"1/2"" thick",,768,0.01,,,0.48,,0.48,0.71
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6170,"5/8"" thick",,760,0.011,,,0.48,,0.48,0.71
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6172,"3/4"" thick",,750,0.011,,,0.49,,0.49,0.72
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6200,"Stairs and stringers, straight run",2 Clab,40,400.0,Riser,,18.25,,18.25,27.0
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6240,"With platforms, winders or curves",,26,0.615,,,28.0,,28.0,42.0
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6300,"Components, tread",1 Clab,110,0.073,Eo.,,3.32,,3.32,4.94
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6320,Riser,,80,0.1,N,,4.56,,4.56,6.8
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6390,"Stringer, 2"" x 10""",,260,0.031,L.F.,,1.4,,1.4,2.09
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6400,"2"" x 12""",,260,0.031,,,1.4,,1.4,2.09
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6410,"3"" x 10""",,250,0.032,,,1.46,,1.46,2.17
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6420,"3"" x 12""",,250,0.032,,,1.46,,1.46,2.17
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6590,"Wood studs, 2"" x 3""",2 Clab,3076,0.005,,,0.24,,0.24,0.35
06 05 05.10,"06 05 05 Selective Demolition for Wood, Plastics, and Composites",6600,"2"" x 4""",,2000,0.008,,,0.36,,0.36,0.54
