Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
07 13 53.10,Elastomeric Sheet Waterproofing and Access.,3300,"Bitumen modified polyurethane, fluid applied, 55 mils thick",2 Rofc,665.0,0.024,S.F.,1.17,1.19,,2.36,3.22
07 16 16.20,Cementitious Waterproofing,10,CEMENTITIOUS WATERPROOFING,,,,,,,,,
07 16 16.20,Cementitious Waterproofing,20,"1/8"" application, sprayed on",G-2A,1000.0,0.024,S.F.,0.67,1.06,0.66,2.39,3.14
07 16 16.20,Cementitious Waterproofing,50,4 coat cementitious metallic slurry,1 Cefi,1.2,6.667,C.S.F,81.5,355.0,,436.5,610.0
07 17 13.10,Bentonite,10,BENTONITE,,,,,,,,,
07 17 13.10,Bentonite,20,"Panels, 4'x4', 3/16"" thick",1 Rofc,625.0,0.013,S.F.,ཀྲ2.33,323.0,,2.96,3.59
07 17 13.10,Bentonite,100,"Rolls, 3/8"" thick, with geotextile fabric both sides","""",550.0,0.015,,ཥུ1.97,0.72,,2.69,3.34
07 17 13.10,Bentonite,300,"Granular bentonite, 50 lb. bags (.625 C.F.)",,,,Bog,ཤ25.50,,,25.5,28.0
07 17 13.10,Bentonite,400,"3/8"" thick, troweled on",1 Rofc,475.0,0.017,S.F.,གྷུ1.28,84.0,,2.12,2.76
07 17 13.10,Bentonite,500,"Drain board, expanded polystyrene, 1-1/2"" thick",1 Rohe,1600.0,0.005,,ཤྲཱི,0.19,,0.611,0.76
07 17 13.10,Bentonite,510,"2"" thick",,1600.0,0.005,,གཽ .56,0.19,,0.75,0.92
07 17 13.10,Bentonite,520,"3"" thick",,1600.0,0.005,,རྞ,0.19,,1.03,1.22
07 17 13.10,Bentonite,530,"4"" thick",,1600.0,0.005,,ཋ 1.12,0.19,,1.31,1.53
07 17 13.10,Bentonite,600,"With filter fabric, 1-1/2"" thick",,1600.0,0.005,,ཤ .52,0.19,,0.71,0.87
07 17 13.10,Bentonite,625,"2"" thick",,1600.0,0.005,,ཿ .66,0.19,,0.85,1.02
07 17 13.10,Bentonite,650,"3"" thick",,1600.0,0.005,,རྞ,0.19,,1.13,1.33
07 17 13.10,Bentonite,675,"4"" thick",,1600.0,0.005,,ས1.22,0.19,,1.41,1.64
07 31 16.20,Metal Shingles,12,"Galvanized, 26 ga.",1 Rots,2.2,3.636,Sq.,293.0,180.0,,473.0,610.0
07 31 16.20,Metal Shingles,200,24 ga.,,2.2,3.636,,435.0,180.0,,615.0,770.0
07 31 16.20,Metal Shingles,300,"For colored galvanized shingles, add",,,,,61.5,,,61.5,67.5
07 31 26.10,Slate Roof Shingles,10,SLATE ROOF SHINGLES,,,,,,,,,
07 31 26.10,Slate Roof Shingles,100,"Buckingham Virginia black, 3/16"" - 1/4"" thick",I Rots,1.75,4.571,Sq.,690,2.0,,917,"1,125"
07 31 26.10,Slate Roof Shingles,200,"1/4"" thick",,1.75,4.571,,690,2.0,,917,"1,125"
07 31 26.10,Slate Roof Shingles,900,"Pennsylvania black, Bangor, #1 clear",,1.75,4.571,,620,2.0,,847,"1,050"
07 31 26.10,Slate Roof Shingles,1200,"Vermont, unfading, green, mottled green",,1.75,4.571,,630,2.0,,857,"1,075"
07 31 26.10,Slate Roof Shingles,1300,Semi-weathering green & gray,,1.75,4.571,,505,2.0,,732,925
07 31 26.10,Slate Roof Shingles,1400,Purple,,1.75,4.571,,620,2.0,,847,"1,050"
07 31 26.10,Slate Roof Shingles,1500,Black or gray,,1.75,4.571,,540,2.0,,767,965
07 31 26.10,Slate Roof Shingles,1600,Red,,1.75,4.571,,"1,475",2.0,,"1,702","1,975"
07 31 26.10,Slate Roof Shingles,1700,Variegated purple,,1.75,4.571,,575,2.0,,802,"1,000"
07 31 26.10,Slate Roof Shingles,2700,"Ridge shingles, slate",200,0.04,L.F.,,12.70,1.98,,14.68,17.
07 31 29.13,Wood Shingles,10,WOOD SHINGLES,,,,,,,,,
07 31 29.13,Wood Shingles,12,"16"" No. 1 red cedar shingles, 5"" exposure, on roof",1 Carp,2.5,3.2,Sq.,465.0,180,,645.0,780
07 31 29.13,Wood Shingles,15,Pneumatic nailed,,3.25,2.462,,465.0,139,,604.0,715
07 31 29.13,Wood Shingles,200,"7-1/2"" exposure, on walls",,2.05,3.902,,310.0,220,,530.0,665
07 31 29.13,Wood Shingles,205,Pneumatic nailed,,2.67,2.996,,310.0,169,,479.0,590
07 31 29.13,Wood Shingles,300,"18"" No. 1 red cedar perfections, 5-1/2"" exposure, on roof",,2.75,2.909,,465.0,164,,629.0,755
07 31 29.13,Wood Shingles,305,Pneumatic nailed,,3.57,2.241,,465.0,126,,591.0,700
07 31 29.13,Wood Shingles,500,"7-1/2"" exposure, on walls",1 Carp,2.25,3.556,Sq.,340.0,200,,540.0,675
07 31 29.13,Wood Shingles,505,Pneumatic nailed,,2.92,2.74,,340.0,154,,494.0,605
07 31 29.13,Wood Shingles,600,"Resquared and rebutted, 5-1/2"" exposure, on roof",,3.0,2.667,,360.0,150,,510.0,620
07 31 29.13,Wood Shingles,605,Pneumatic nailed,,3.9,2.051,,360.0,115,,475.0,565
07 31 29.13,Wood Shingles,900,"7-1/2"" exposure, on walls",,2.45,3.265,,264.0,184,,448.0,565
07 31 29.13,Wood Shingles,905,Pneumatic nailed,,3.18,2.516,,264.0,142,,406.0,500
07 31 29.13,Wood Shingles,1000,Add to above for fire retardant shingles,,,,,72.0,,,72.0,79
07 31 29.13,Wood Shingles,1060,Preformed ridge shingles,1 Carp,400.0,0.02,L.F.,4.85,1.13,,5.98,7.0
07 31 29.13,Wood Shingles,2000,"White cedar shingles, 16"" long, extras, 5"" exposure, on roof",,2.4,3.333,Sq.,160.0,188,,3481.0,455
07 31 29.13,Wood Shingles,2005,Pneumatic nailed,,3.12,2.564,,160.0,144,,304.0,390
07 31 29.13,Wood Shingles,2050,"5"" exposure on walls",,2.0,4.0,,160.0,225,,385.0,510
07 31 29.13,Wood Shingles,2055,Pneumatic nailed,,2.6,3.077,,160.0,173,,333.0,435
07 31 29.13,Wood Shingles,2100,"7-1/2"" exposure, on walls",,2.0,,,114.0,225,,339.0,460
07 31 29.13,Wood Shingles,2105,Pneumatic nailed,,2.6,3.077,,114.0,173,,287.0,385
07 31 29.13,Wood Shingles,2150,"""B"" grade, 5"" exposure on walls",,24.0,1.0,,180.0,225,,405.0,535
07 31 29.13,Wood Shingles,2155,Pneumatic nailed,,2.6,3.077,,180.0,173,,353.0,455
07 31 29.13,Wood Shingles,2300,"For #15 organic felt underlayment on roof, 1 layer, add",64,0.125,,,4.43,7.05,,11.48,15.3
07 31 29.13,Wood Shingles,2400,"2 layers, add",32,0.25,,,8.85,14.10,,22.95,31
07 31 29.13,Wood Shingles,2600,"For steep roofs (7/12 pitch or greater), add to above",,,,,,,50%,,
07 31 29.13,Wood Shingles,2700,"Panelized systems, No.1 cedar shingles on 5/16"" CDX plywood",,,,,,,,,
07 31 29.13,Wood Shingles,2800,"On walls, 8' strips, 7"" or 14"" exposure",2 Carp,700.0,0.023,S.F.,9.3,1.29,,10.59,12.1
07 31 29.13,Wood Shingles,3500,"On roofs, 8' strips, 7"" or 14"" exposure",1 Carp,3.0,2.667,Sq.,7705.0,150,,855.0,"1,000"
07 31 29.13,Wood Shingles,3505,Pneumatic nailed,,4.0,2.0,,705.0,113,,818.0,950
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,10,ROOF COATINGS,,,,,,,,,
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,12,"Asphalt, brush grade, material only",,,,Gal.,8.60,,,8.60,9.
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,200,"Asphalt base, fibered aluminum coating",G,,,,10.40,,,10.40,II .
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,300,"Asphalt primer, 5 gal.",,,,,9.70,,,9.70,10 .
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,600,"Coal tar pitch, 200 lb. barrels",,,,Ton,"1,325",,,"1,325","1,450"
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,700,"Tar roof cement, 5 gal. lots",,,,Gal.,13.20,,,13.20,14.
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,800,"Glass fibered roof & patching cement, 5 gal.",,,,Gal.,10.40,,,10.40,11 .
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,900,"Reinforcing glass membrane, 450 S.F./roll",,,,Ea.,52.50,,,52.50,57
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,1000,"Neoprene roof coating, 5 gal., 2 gal./sq.",,,,Gal.,,30,,,30
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,1100,"Roof patch & flashing cement, 5 gal.",,,,,7.85,,,7.85,8.
07 01 50.10,Maintenance of Membrane Roofing Roof Coatings,1200,"Roof resaturant, glass fibered, 3 gal./sq.",,,,,8.15,,,8.15,8 .
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,10,JOINT SEALANT REPLACEMENT,,,,,,,,,
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,50,Control joints in concrete floors/slabs,,,,,,,,,
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,100,Option 1 for joints with hard dry sealant,,,,,,,,,
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,110,Step 1: Sawcut to remove 95% of old sealant,,,,,,,,,
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,112,"1/4"" wide x 1/2"" deep, with single saw blade",C-27,4800.0,0.003,LF,,1.0,0.18,0.03,0.22
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,114,"3/8"" wide x 3/4"" deep, with single saw blade",,4000.0,0.004,,,,0.21,0.04,0.27
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,116,"1/2"" wide x 1"" deep, with double saw blades",,3600.0,0.004,,,0.05,0.24,0.04,0.33
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,118,"3/4"" wide x 1-1/2"" deep, with double saw blades",,3200.0,0.005,,,0.09,0.27,0.05,0.41
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,120,Step 2: Water blast joint faces and edges,C-29,2500.0,0.003,,,,0.15,0.04,0.19
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,130,Step 3: Air blast joint faces and edges,C-28,2000.0,0.004,,,,0.21,0.02,0.23
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,140,Step 4: Sand blast joint faces and edges,E-11,2000.0,0.016,,,,0.8,0.16,0.96
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,150,Step 5: Air blast joint faces and edges,C-28,2000.0,0.004,,,,0.21,0.02,0.23
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,200,Option 2 for joints with soft pliable sealant,,,,,,,,,
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,210,Step 1: Plow joint with rectangular blade,B-62,2600.0,0.009,LF,,,0.1,,0.1
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,220,Step 2: Sawcut to reface joint faces,,,,,,,,,
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,222,"1/4"" wide x 1/2"" deep, with single saw blade",C-27,2400.0,0.007,LF,,,0.35,0.07,0.44
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,224,"3/8"" wide x 3/4"" deep, with single saw blade",,2000.0,0.008,,,0.03,0.43,0.08,0.54
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,226,"1/2"" wide x 1"" deep, with double saw blades",,1800.0,0.009,,,0.06,0.47,0.09,0.62
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,228,"3/4"" wide x 1-1/2"" deep, with double saw blades",,1600.0,0.01,,,0.12,0.53,0.1,0.75
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,230,Step 3: Water blast joint faces and edges,C-29,2500.0,0.003,,,,0.15,0.04,0.19
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,240,Step 4: Air blast joint faces and edges,C-28,2000.0,0.004,,,,0.21,0.02,0.23
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,250,Step 5: Sand blast joint faces and edges,E-11,2000.0,0.016,,,,0.8,0.16,0.96
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,260,Step 6: Air blast joint faces and edges,C-28,2000.0,0.004,,,,0.21,0.02,0.23
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,290,"For saw cutting new control joints, see Section 03 15 16.20",,,,,,,,,
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,8910,"For backer rod, see Section 07 91 23.10",,,,,,,,,
07 01 90.81,Maintenance of Joint Protection Joint Sealant Replacement,8920,"For joint sealant, see Section 03 15 16.30 or 07 92 13.20",,,,,,,,,
07 05 05.10,Selective Demolition for Thermal and Moisture Protection,10,"SELECTIVE DEMO., THERMAL AND MOISTURE PROTECTION",,,,,,,,,
07 05 05.10,Selective Demolition for Thermal and Moisture Protection,20,"Caulking / sealant, to 1"" x 1"" joint",1 Clab,600.0,0.013,LF .,,,0.61,,0.61
07 05 05.10,Selective Demolition for Thermal and Moisture Protection,120,"Downspouts, including hangers",,350.0,0.023,"""",,1.04,,1.04,1125.0
07 05 05.10,Selective Demolition for Thermal and Moisture Protection,220,"Flashing, sheet metal",,290.0,0.028,S.F.,,,1.26,,1.26
07 05 05.10,Selective Demolition for Thermal and Moisture Protection,420,"Gutters, aluminum or wood, edge hung",,240.0,0.033,L.F.,,1.52,,1.52,2.0
07 05 05.10,Selective Demolition for Thermal and Moisture Protection,520,Builtin,,100.0,0.08,"""",,,3.65,,3.65
07 05 05.10,Selective Demolition for Thermal and Moisture Protection,620,"Insulation, air/vapor barrier",,3500.0,0.002,S.F.,,],0.1,,0.1
07 05 05.10,07 05 05 - Selective Demolition for Thermal and Moisture Protection,5620,Stucco siding,1 Clab,360.0,0.022,S.F,,,1.01,,1.01
07 05 05.10,07 05 05 - Selective Demolition for Thermal and Moisture Protection,5670,Textured plywood,,725.011,,,,,0.5,,0.5
07 05 05.10,07 05 05 - Selective Demolition for Thermal and Moisture Protection,5720,Vinyl siding,,510.0,0.016,,,0.72,,0.72,1.0
07 05 05.10,07 05 05 - Selective Demolition for Thermal and Moisture Protection,5770,Corner strips,,900.0,0.009,LF,,,0.41,,0.41
07 05 05.10,07 05 05 - Selective Demolition for Thermal and Moisture Protection,5870,"Wood, boards, vertical",,400.0,0.02,S.F.,,,0.91,,0.91
07 05 05.10,07 05 05 - Selective Demolition for Thermal and Moisture Protection,5880,"Steel siding, corrugated / ribbed",,402.5,0.02,,,,0.91,,0.91
07 05 05.10,07 05 05 - Selective Demolition for Thermal and Moisture Protection,5920,"Waterproofing, protection / drain board",2 Clab,3900.0,0.004,B.F.,,,0.19,,0.19
07 05 05.10,07 05 05 - Selective Demolition for Thermal and Moisture Protection,5970,"Over 1/2"" thick",,1750.0,0.009,S.F.,,,0.42,,0.42
07 05 05.10,07 05 05 - Selective Demolition for Thermal and Moisture Protection,6020,"To 1/2"" thick",,2000.0,0.008,,,,0.36,,0.36
07 05 05.10,07 11 13 - Bituminous Dampproofing,10,BITUMINOUS ASPHALT COATING,,,,,,,,,
07 05 05.10,07 11 13 - Bituminous Dampproofing,30,"Brushed on, below grade, 1 coat",1 Rofc,665.0,0.012,S.F,,0.22,1737.0,,0.82
07 05 05.10,07 11 13 - Bituminous Dampproofing,100,2 coat,1 Rofc,500.0,0.016,S.F.,,0.43,0.79,,1.22
07 05 05.10,07 11 13 - Bituminous Dampproofing,300,"Sprayed on, below grade, 1 coat",,830.0,0.01,,0.22,0.48,,0.7,1.0
07 05 05.10,07 11 13 - Bituminous Dampproofing,400,2 coat,,500.0,0.016,,0.42,0.79,,1.21,1.0
07 05 05.10,07 11 13 - Bituminous Dampproofing,500,"Asphalt coating, with fibers",,,,Gal.,10.4,,,10.4,11.0
07 05 05.10,07 11 13 - Bituminous Dampproofing,600,"Troweled on, asphalt with fibers, 1/16"" thick",Rofc,500.0,0.016,S.F.,0.45,7730.0,,1.24,1.0
07 05 05.10,07 11 13 - Bituminous Dampproofing,700,"1/8"" thick",,400.0,0.02,,,0.8,0.99,,1.79
07 05 05.10,07 11 13 - Bituminous Dampproofing,1000,"1/2"" thick",,350.0,0.023,,,2.6,1.13,,3.73
07 05 05.10,07 11 16 - Cementitious Dampproofing,10,CEMENTITIOUS PARGING,,,,,,,,,
07 05 05.10,07 11 16 - Cementitious Dampproofing,20,"Portland cement, 2 coats, 1/2"" thick",D-1,250.0,0.064,S.F.,0.35,3.21,,3.56,5.0
07 05 05.10,07 11 16 - Cementitious Dampproofing,100,"Waterproofed Portland cement, 1/2"" thick, 2 coats",,250.0,0.064,,2.66,3.21,,5.87,7.0
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,10,MEMBRANE WATERPROOFING,,,,,,,,,
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,12,"On slabs, 1 ply, felt, mopped",-1,3000.0,0.019,S.F,0.4,0.87,0.18,1.45,2.0
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,100,"On slabs, 1 ply, glass fiber fabric, mopped",,2100.0,0.027,,0.46,1.24,0.26,1.96,2.0
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,300,"On slabs, 2 ply, felt, mopped",,2500.0,0.022,,,0.81,1.04,0.22,2.07
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,400,"On slabs, 2 ply, glass fiber fabric, mopped",,1650.0,0.034,,1.04,1.57,0.33,22.94,4.0
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,600,"On slabs, 3 ply, felt, mopped",,2100.0,0.027,,,1.21,1.24,0.26,2.71
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,700,"On slabs, 3 ply, glass fiber fabric, mopped",,1550.0,0.036,,1.37,1.67,0.36,3.4,4.0
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,710,"Asphaltic hardboard protection board, 1/8"" thick",2 Rofc,500.0,0.032,,1.24,1.59,,2.83,3.0
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,1000,"EPS membrane protection board, 1/4"" thick",,3500.0,0.005,,,0.37,2222.0,,0.6
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,1050,"3/8"" thick",,3500.0,0.005,,,0.41,0.23,,0.64
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,1060,"1/2"" thick",,3500.0,0.005,,,0.44,0.23,,0.67
07 05 05.10,07 12 13 - Built-Up Asphalt Waterproofing,1070,"Fiberglass fabric, black, 20/10 mesh",,116.0,0.138,Sq.,18.05,6.85,,24.9,31.0
07 05 05.10,7 05 05 Selective Demolition for Thermal and Moisture Protection,670,Batts or blankets,1 Clab,1400,.006,C.F.,,0.26,,0.26,0.39
07 05 05.10,7 05 05 Selective Demolition for Thermal and Moisture Protection,720,Foamed or sprayed inplace,2 Clab,1000,.016,B.F.,,0.73,,0.73,1.09
07 05 05.10,7 05 05 Selective Demolition for Thermal and Moisture Protection,770,Loose fitting,1 Clab,3000,.003,C.F,,0.12,,0.12,0.18
07 05 05.10,7 05 05 Selective Demolition for Thermal and Moisture Protection,870,Rigid board,,3450,.002,B.F.,,0.11,,0.11,0.16
07 05 05.10,7 05 05 Selective Demolition for Thermal and Moisture Protection,120,"Roll roofing, cold adhesive",,12,.667,Sq.,,30.5,,30.5,45.5
07 05 05.10,7 05 05 Selective Demolition for Thermal and Moisture Protection,$170,"Roof accessories, adjustable metal chimney flashing",,9,.889,Eo.,,40.5,,40.5,60.5
07 05 05.10,7 05 05 Selective Demolition for Thermal and Moisture Protection,171,"Selective demo, firstopping",,20,.400,,,18.25,,18.25,27.0
